Index,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Rubber,Cloth,Processed Lumber,Metal,Glass,Other
1804,Swiss Litter Report,aare_rupperswil_badert,CH,,46,,,20170623,Cleanup,,8.112553668,47.41030895,8.112171449,47.41063741,10,0,0,3,0,0,0
1805,Keep Sweden Tidy,Rullsand,SE,Baltic Sea,3598,Near river mouth,Sandy,20161018,Monitoring,,17.64454248,60.64087637,17.58038404,60.64853426,16,0,0,1,12,0,0
1806,OceanCare Cleanups,Vendicari_Lühmann,IT,Mediterranean Sea,42,,,20180410,Cleanup,,15.10642868,36.8377266,15.10652211,36.83810621,111,8,3,2,9,4,0
1807,Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170620,Cleanup,,8.961592821,47.49361003,8.961466495,47.493684,0,0,0,0,0,1,0
1808,Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20170630,Cleanup,,7.610348826,47.55821758,7.609944468,47.5580976,0,0,0,0,0,2,0
1809,Swiss Litter Report,zürichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20180213,Cleanup,,8.536154524,47.34588993,8.536054832,47.34633013,22,0,0,9,28,4,0
1810,Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20180201,Cleanup,,8.689880503,47.34743605,8.689901364,47.34720766,0,0,0,0,0,0,0
1811,Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,109,Near river mouth,Sandy,20150925,Cleanup,,-1.523619719,43.5285749,-1.523967699,43.52762828,448,4,3,0,20,14,5
1812,Independent,??????? ?. ??????,GR,Mediterranean Sea,71,,,20160512,Cleanup,,22.95301587,40.57079214,22.95250215,40.57129751,1098,0,0,0,0,169,0
1813,"Aarhus University, Denmark ",MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20161016,Monitoring,,10.58123183,57.74860901,10.58281088,57.74891554,493,53,1,21,4,56,108
1814,Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,,101,,,20170720,Cleanup,,8.547368237,47.35939223,8.547258755,47.35849086,213,0,0,23,204,1,0
1815,Swiss Litter Report,Mammern swisslitterreport,DE,,375,Rural,Pebbels,20170408,Cleanup,,8.955316774,47.65583658,8.951153569,47.65394064,44,3,1,3,20,34,0
1816,Mare Nostrum,Corbu,RO,Black Sea,104,Rural,Sandy,20161012,Cleanup,,28.70474,44.36764,28.70428,44.36672,1102,13,18,27,116,28,1
1817,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20180308,Cleanup,,7.558994821,47.16922077,7.558936715,47.16909278,9,0,1,0,4,2,0
1818,Swiss Litter Report,Inn_Pradella_KohlT,CH,,74,Rural,Pebbels,20180317,Cleanup,,10.319994,46.800876,10.320026,46.801537,0,0,0,0,0,0,0
1819,Independent,long strand,IE,North-east Atlantic Ocean,142,,,20160618,Cleanup,,-8.955702446,51.55125138,-8.956763581,51.55235108,0,0,0,0,0,0,0
1820,Institute for Water of the Republic of Slovenia,Piran 2,SI,Mediterranean Sea,80,Urban,Pebbels,20130920,Cleanup,,13.57598192,45.52751744,13.57532019,45.52806873,200,2,1,3,20,18,0
1821,Legambiente Onlus,Piana di Velia Ascea (SA),IT,Unknown,100,,,20180430,Monitoring,,0.000136094,0.000360738,0.000136103,0.000360738,33,5,0,2,4,1,0
1822,Independent,No name,,Unknown,117,Urban,Other (mixed),20180911,Cleanup,,25.55572726,-33.96835726,25.55531375,-33.96760902,4,0,1,6,8,0,0
1823,Swiss Litter Report,sihl_zürich_himmelhebern,CH,,30,,,20170730,Cleanup,,8.51861224,47.34305542,8.518661337,47.34333052,27,0,0,0,0,0,0
1824,Independent,irakli,BG,Black Sea,2222,Near river mouth,Sandy,20150904,Cleanup,,27.8896781,42.74945469,27.89491813,42.72983464,672,9,9,22,32,16,3
1825,Swiss Litter Report,Neuenburgersee_Cudrefin_MatterA,CH,,5,Rural,Sandy,20170924,Cleanup,,7.025968066,46.96270889,7.026020294,46.96272914,24,0,3,1,0,2,0
1826,Swiss Litter Report,glatt_oerlikon_covosN,CH,,6,,,20180225,Cleanup,,8.566711984,47.41676913,8.566762128,47.4168178,14,0,0,1,0,0,0
1827,Black Sea NGO Network,Malkoto more,BG,Black Sea,162,Rural,Other (mixed),20150920,Cleanup,,28.60197509,43.52188817,28.60156687,43.52331931,76,0,0,0,0,0,0
1828,DeFishGear - Slovenia,Debeli rtic 4,SI,Mediterranean Sea,384,Urban,Pebbels,20141201,Cleanup,,13.70834348,45.58775862,13.71156749,45.58514195,141,6,8,4,32,89,0
1829,Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20170403,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,9,0,0,0,16,3,0
1830,Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20170720,Cleanup,,8.553682053,47.27269458,8.553417376,47.27282803,15,0,0,1,16,1,0
1831,Swiss Litter Report,sempachersee_sempach_tampec,CH,,16,,,20171028,Cleanup,,8.191873684,47.1286181,8.191974288,47.12875135,36,8,0,2,32,234,0
1832,Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170930,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,7,0,0,1,12,1,0
1833,Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20170426,Monitoring,,12.04382643,55.67119801,12.04366129,55.67030767,1,0,0,0,184,8,0
1834,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170410,Monitoring,,9.198334671,47.52407261,9.197132864,47.52438768,3,0,0,1,4,0,0
1835,Surfrider Foundation Europe,"Saint-Frieux Neufchâtel-Hardelot, 62152 Neufchâtel-Hardelot, France",FR,North-east Atlantic Ocean,70,,,20150523,Cleanup,,1.57984,50.6069,1.58084,50.6069,1236,11,19,0,20,15,0
1836,DeFishGear - Slovenia,Bele Skale 1 MLW Month,HR,Mediterranean Sea,95,Rural,Pebbels,20180915,Monitoring,,13.51944309,45.50170535,13.52054816,45.50133172,1368,32,13,99,104,259,0
1837,Surfers Against Sewage,Swathyling Southampton ,UK,North-east Atlantic Ocean,1047,,,20150716,Cleanup,,-1.378679478,50.93287751,-1.365175018,50.93706982,263,0,2,0,256,44,0
1838,Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20170830,Cleanup,,8.689797231,47.35012739,8.689775815,47.3498032,26,17,0,4,12,3,0
1839,Legambiente Onlus,"Spiaggia a San Cataldo, Trappeto (PA)",IT,Mediterranean Sea,100,,,20160507,Monitoring,,13.06424,38.07909,13.06524,38.07909,895,55,5,11,52,8,0
1840,Independent,alepu,BG,Black Sea,2779,Urban,Sandy,20151206,Cleanup,,27.72246797,42.34864091,27.71062972,42.37205899,219,28,5,25,27,5,0
1841,Swiss Litter Report,Mammern swisslitterreport,DE,,375,Rural,Pebbels,20180101,Cleanup,,8.955316774,47.65583658,8.951153569,47.65394064,6,1,0,0,12,3,0
1842,Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170820,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,5,0,0,0,0,0,0
1843,Surfrider Foundation Europe,"Plage des Orpelli?res ? Valras- 34350, 34350 Valras-Plage, France",FR,Mediterranean Sea,81,,,20150411,Cleanup,,3.30648,43.2519,3.30748,43.2519,287,8,5,0,48,26,0
1844,Independent,silver strand,IE,North-east Atlantic Ocean,107,,,20160622,Cleanup,,-9.887780386,53.64676449,-9.887180019,53.6458696,62,0,1,0,0,0,0
1845,Surfrider Foundation Europe,"314 Allée du Grand Pré, 56760 Pénestin, France",FR,North-east Atlantic Ocean,75,,,20150511,Cleanup,,-2.47234,47.4821,-2.47134,47.4821,110,0,0,0,40,10,0
1846,Swiss Litter Report,aarezufluss_bern_scheurerk,CH,,18,Urban,Other (mixed),20170521,Cleanup,,7.4527897,46.97100972,7.452812226,46.97084834,0,0,0,0,0,0,0
1847,Swiss Litter Report,aare_kehrsatz_stolten,CH,,46,,,20170825,Cleanup,,7.488301149,46.9235719,7.488904817,46.92352772,5,0,0,0,0,0,0
1848,Swiss Litter Report,arve_carouge_battistellak,CH,,56,Urban,Sandy,20170627,Cleanup,,6.154318667,46.17849118,6.154981568,46.17828964,220,8,1,6,4,4,0
1849,Surfrider Foundation Europe,"37 Haagweg, 2681 PB Monster, Pays-Bas",NL,North-east Atlantic Ocean,68,,,20150324,Cleanup,,4.19092,52.0392,4.19192,52.0392,386,0,15,0,48,3,0
1850,Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20161012,Cleanup,,28.62236,44.28098,28.62222,44.28002,2717,149,65,236,764,124,0
1851,Swiss Litter Report,Limmat_Unterengstringen_OggierBührer,CH,,28,Urban,Other (mixed),20171130,Cleanup,,8.446933418,47.40940032,8.447313214,47.40940959,1,0,0,0,4,1,0
1852,Surfrider Foundation Europe,"81 Avenue de la Pointe Rouge, 13008 Marseille, France",FR,Mediterranean Sea,81,,,20150320,Cleanup,,5.37347,43.2461,5.37447,43.2461,0,0,4,0,160,50,0
1853,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170930,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,12,0,0,1,12,0,0
1854,GEO BSMARINELITTER,Kobuleti-2015,GE,Black Sea,51,Rural,Pebbels,20151023,Monitoring,,41.771141,41.8958545,41.771262,41.895405,851,0,8,4,25,7,0
1855,Surfrider Foundation Europe,"185 Avenue de la R?publique, 66650 Banyuls-sur-Mer, France",FR,Mediterranean Sea,82,,,20150326,Cleanup,,3.13003,42.4816,3.13103,42.4816,170,8,17,0,92,17,0
1856,Surfrider Foundation Europe,Porsmilin ,FR,North-east Atlantic Ocean,71,Rural,Sandy,20161014,Monitoring,,-4.679753538,48.35565461,-4.680713613,48.35571617,95,1,0,1,0,3,0
1857,Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20180314,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,6,0,0,1,4,22,0
1858,Legambiente Onlus,"Spiaggia Di Eraclea, Ceggia (VE)",IT,Mediterranean Sea,100,,,20150509,Cleanup,,12.73505,45.53137,12.73605,45.53137,467,28,2,32,113,3,0
1859,Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20180404,Monitoring,,11.99125,55.683035,11.99203,55.682251,8,0,1,2,0,9,0
1860,"Aarhus University, Denmark ","Risø, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20180113,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,61,3,0,6,20,1,0
1861,Perseus,Alepu,BG,Black Sea,105,Rural,Sandy,20181022,Cleanup,,27.70921843,42.36708233,27.70950129,42.36616388,150,8,2,3,0,0,0
1862,MARNOBA,Doñana_2,ES,North-east Atlantic Ocean,79,Rural,Sandy,20161001,Monitoring,,-6.52583313,36.97944641,-6.526388889,36.98,681,4,6,31,56,6,0
1863,Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20180330,Cleanup,,9.320376016,47.41024245,9.320739558,47.41049912,31,5,14,12,36,17,0
1864,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_1,CH,,23,,,20180127,Cleanup,,8.418568937,47.04453213,8.418664934,47.04472764,5,0,0,0,0,0,0
1865,Hold Danmark Rent,Amager Strandpark,DK,North-east Atlantic Ocean,1230,,,20140510,Cleanup,,12.64880785,55.65462529,12.63872275,55.66412734,2400,0,38,249,104,5,0
1866,Swiss Litter Report,aare_suhrespitz_badert,CH,,55,,,20170915,Cleanup,,8.066017963,47.40566917,8.065563868,47.40528554,42,0,0,12,44,0,0
1867,Legambiente Onlus,Monachelle Pozzuoli (NA),IT,Unknown,100,,,20180427,Monitoring,,0.00012666,0.000366795,0.000126669,0.000366795,1237,8,3,112,128,33,5
1868,Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20171130,Cleanup,,8.857837298,46.69827386,8.857601957,46.69822323,1,0,0,0,0,0,0
1869,Independent,trestraou,FR,North-east Atlantic Ocean,99,Urban,Sandy,20160506,Cleanup,,-3.457759807,48.81602658,-3.458959759,48.81644089,39,0,0,7,40,7,0
1870,DeFishGear - Slovenia,Stjuza - Soline,SI,Mediterranean Sea,612,Urban,Pebbels,20141201,Cleanup,,13.60276869,45.52918533,13.60886267,45.52572784,385,5,13,28,56,97,0
1871,Legambiente Onlus,Litoranea P. Mennea Barletta (BT),IT,Unknown,100,,,20180422,Monitoring,,0.000146286,0.000371232,0.000146295,0.000371232,220,2,17,9,40,9,0
1872,Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20171016,Monitoring,,28.59051,43.83461,28.59055,43.83369,3663,87,98,226,465,81,0
1873,Swiss Litter Report,Rhein_Basel,CH,,58,,,20170601,Cleanup,,7.601085634,47.55680179,7.6003116,47.55679183,155,5,0,7,48,19,2
1874,Independent,Jan A. Jensen,DK,North-east Atlantic Ocean,1731,Urban,Other (mixed),20150609,Cleanup,,12.59096531,56.05251822,12.61284854,56.04274567,241,0,19,0,0,13,0
1875,Hold Danmark Rent,Mariager Fjord,DK,North-east Atlantic Ocean,560,,,20140914,Cleanup,,9.816783691,56.63971065,9.808629776,56.6420705,129,5,7,21,116,4,0
1876,Legambiente Onlus,Mirante Maruggio (TA),IT,Unknown,100,,,20180415,Monitoring,,0.000158024,0.000362011,0.000158033,0.000362011,555,15,4,34,12,8,2
1877,Surfrider Foundation Europe,"Portsall, 29830 Ploudalmézeau, France",FR,North-east Atlantic Ocean,73,,,20150507,Cleanup,,-4.68548,48.5711,-4.68448,48.5711,209,0,8,0,308,150,0
1878,Swiss Litter Report,rhein_eglisau_gomringerp,CH,,6,Rural,Pebbels,20171130,Cleanup,,8.534584747,47.57331594,8.534512568,47.57334535,3,0,0,0,0,0,0
1879,Swiss Litter Report,Limmat_Zuerich_JansenA,CH,,54,,,20171011,Cleanup,,8.484684679,47.40002469,8.484395636,47.40047043,6,0,1,1,0,0,0
1880,Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20171019,Cleanup,,8.961592821,47.49361003,8.961466495,47.493684,0,0,0,0,0,0,0
1881,Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20170712,Monitoring,,12.04382643,55.67119801,12.04366129,55.67030767,5,0,0,0,0,1,0
1882,Independent,sihl_leimbach_kruegerm,,,27,Urban,Pebbels,20180225,Cleanup,,8.51918985,47.32567969,8.519101072,47.32544824,1,0,0,3,4,2,0
1883,Swiss Litter Report,aare_suhrespitz_badert,CH,,55,,,20171110,Cleanup,,8.066017963,47.40566917,8.065563868,47.40528554,39,0,1,3,28,1,0
1884,Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180117,Cleanup,,8.857837298,46.69827386,8.857601957,46.69822323,1,0,0,0,0,0,0
1885,Surfers Against Sewage,"Towan Beach, Newquay",UK,North-east Atlantic Ocean,87,Urban,Sandy,20150912,Cleanup,,-5.084430559,50.41515316,-5.083201283,50.4152327,30,0,6,2,56,5,0
1886,Surfrider Foundation Europe,"375 Ulia Pasealekua, 20013 Donostia, Espagne",ES,North-east Atlantic Ocean,81,,,20150716,Cleanup,,-1.95033,43.3328,-1.94933,43.3328,151,1,10,0,52,6,0
1887,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170829,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,17,3,0,10,12,0,1
1888,Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20171127,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,1,0,0,0,0,2,0
1889,Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,,26,,,20180228,Cleanup,,9.299551653,47.12182823,9.299250399,47.12170236,130,4,5,22,4,0,0
1890,Surfrider Foundation Europe,"29 Rue des Dunes, 17580 Le Bois-Plage-en-Ré, France",FR,North-east Atlantic Ocean,77,,,20151027,Cleanup,,-1.39503,46.178,-1.39403,46.178,521,0,25,0,140,35,0
1891,Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20170803,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,51,4,1,13,96,7,0
1892,Swiss Litter Report,lacléman_gland_kubela,CH,,7,Rural,Rocky,20170725,Cleanup,,6.281935828,46.40286928,6.281920386,46.40293208,33,4,0,0,20,3,2
1893,Surfrider Foundation Europe,"19 Boulevard maritime Nord, 80120 Quend, France",FR,North-east Atlantic Ocean,70,,,20150321,Cleanup,,1.54585,50.3237,1.54685,50.3237,1172,2,8,0,316,61,0
1894,Independent,Nachsholim,IL,Mediterranean Sea,154,Rural,Sandy,20150401,Cleanup,,34.92072037,32.62147269,34.91928956,32.62089092,0,0,0,0,0,0,0
1895,Swiss Litter Report,Sihl_Zuerich_ScherfS,CH,,19,Urban,Rocky,20171223,Cleanup,,8.5323698,47.37314949,8.532494759,47.37329486,0,0,0,0,0,0,0
1896,Legambiente Onlus,"Spiaggia Torre del Sinarca, Termoli (CB)",IT,Mediterranean Sea,100,,,20170429,Monitoring,,14.9605,42.0092,14.9615,42.0092,227,25,2,4,12,3,0
1897,Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170813,Cleanup,,8.760358841,47.14139385,8.760347463,47.1419862,4,0,1,1,0,1,0
1898,Swiss Litter Report,aare_köniz_hoppej,CH,,22,,,20170628,Cleanup,,7.458170283,46.9345885,7.458467186,46.93457381,108,17,1,28,108,4,1
1899,Plastic Change,Sivholm,DK,North-east Atlantic Ocean,100,Rural,Rocky,20170426,Monitoring,,12.008501,55.681588,12.00824,55.68247,4,0,0,0,0,1,0
1900,Surfrider Foundation Europe,"6 Quai de la Rouvenaz, 1820 Montreux, Suisse",Int,,76,,,20150614,Cleanup,,6.90878,46.4311,6.90978,46.4311,556,0,1,0,56,0,0
1901,Swiss Litter Report,ZugerseeCholler_Cham_BlarerM,CH,,36,,,20180113,Cleanup,,8.48001275,47.17821571,8.480429569,47.17805451,19,1,0,2,28,2,2
1902,"Aarhus University, Denmark ",Skomagerkrogen,DK,North-east Atlantic Ocean,100,Rural,Sandy,20170620,Monitoring,,12.09103274,55.67006725,12.09031659,55.67087199,152,0,8,84,4,10,0
1903,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20170908,Cleanup,,7.558994821,47.16922077,7.558936715,47.16909278,17,0,0,8,8,0,0
1904,Swiss Litter Report,unterdsee_ermatingen_brunkem,CH,,25,Urban,Pebbels,20170422,Cleanup,,9.081246182,47.67263329,9.081077475,47.67243646,68,0,0,1,28,8,0
1905,Independent,Cape Recife,ZA,,1998,Urban,Other (mixed),20180622,Cleanup,,25.69189909,-34.01254236,25.70080398,-34.02895812,156,0,2,5,0,156,0
1906,Swiss Litter Report,thur_schwarzenbach_meiliw,CH,,77,Rural,Other (mixed),20170609,Cleanup,,9.063815632,47.44678658,9.064160585,47.44744754,45,0,2,0,28,0,0
1907,Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20180129,Cleanup,,7.610348826,47.55821758,7.609944468,47.5580976,0,0,0,0,0,0,0
1908,Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20171208,Cleanup,,8.492924315,47.43112814,8.493669863,47.43138512,46,0,1,11,20,0,0
1909,Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20180331,Cleanup,,8.689797231,47.35012739,8.689775815,47.3498032,40,1,0,5,4,11,0
1910,Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20171029,Cleanup,,7.108311404,47.03839843,7.107976582,47.03861686,18,0,4,0,28,7,0
1911,Legambiente Onlus,"Spiaggia della Riserva Naturale Costa di Licola, Pozzuoli (NA)",IT,Mediterranean Sea,100,,,20170426,Monitoring,,14.04689,40.85153,14.04789,40.85153,491,56,6,76,12,16,14
1912,Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170810,Cleanup,,8.687503763,47.254754,8.687641299,47.2546799,13,0,0,2,4,9,0
1913,Swiss Litter Report,zuerichsee_maennedorf_vanderkaadene,CH,,13,,,20170508,Cleanup,,8.687503763,47.254754,8.687641299,47.2546799,9,0,1,0,0,1,0
1914,"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180409,Monitoring,,8.163800428,55.84143681,8.164009136,55.84054878,103,5,1,1,0,1,26
1915,Surfrider Foundation Europe,"963 Calle Bandera, 39170 39170, Espagne",ES,North-east Atlantic Ocean,81,,,20151114,Cleanup,,-3.62001,43.4962,-3.61901,43.4962,329,0,0,0,52,5,0
1916,Swiss Litter Report,Sihl_zuerich_eichenbergerD,CH,,47,,,20171016,Cleanup,,8.516696451,47.33958832,8.516876114,47.34000227,2,0,0,0,0,0,0
1917,Swiss Litter Report,Sense_Törishaus_g-cubes,CH,,41,Rural,Pebbels,20170519,Cleanup,,7.353188932,46.88312064,7.353139568,46.88348981,78,0,1,6,48,2,1
1918,Perseus,Flora Mamaia,RO,Black Sea,194,Urban,Sandy,20150111,Cleanup,,28.63002627,44.22886691,28.62917035,44.23050537,94,0,3,0,0,1,0
1919,Surfrider Foundation Europe,"la grande plage, 85800 Saint-Gilles-Croix-de-Vie, France",FR,North-east Atlantic Ocean,76,,,20150723,Cleanup,,-1.93516,46.6838,-1.93416,46.6838,1973,6,2,0,44,51,0
1920,Swiss Litter Report,Emme_Utzenstorf_Grüttert,CH,,9,Rural,Other (mixed),20170413,Cleanup,,7.539627,47.123696,7.53951,47.12369645,8,4,0,0,8,0,0
1921,Independent,obzor detski lager,BG,Black Sea,2805,Near river mouth,Sandy,20151205,Cleanup,,27.88897856,42.80734896,27.89656751,42.78272613,188,24,5,54,16,37,0
1922,"Aarhus University, Denmark ","Risø, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20190107,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,45,4,1,7,0,2,0
1923,Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20170625,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,21,0,1,3,56,9,0
1924,Legambiente Onlus,Brussa Caorle (VE),IT,Unknown,100,,,20180422,Monitoring,,0.000116299,0.000409809,0.000116308,0.000409809,1069,0,0,0,124,13,3
1925,Surfrider Foundation Europe,"AS-317 Muros de Nal?n, 33138 Muros de Nal?n, Espagne",ES,North-east Atlantic Ocean,81,,,20150321,Cleanup,,-6.1059,43.558,-6.1049,43.558,282,0,0,0,24,2,0
1926,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20180211,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,65,4,5,3,292,31,0
1927,Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20170421,Cleanup,,8.689880503,47.34743605,8.689901364,47.34720766,39,4,0,1,8,9,0
1928,Swiss Litter Report,zürichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20171120,Cleanup,,8.536154524,47.34588993,8.536054832,47.34633013,59,14,0,18,300,6,0
1929,Plastic Change,Seden Strand,DK,Baltic Sea,286,,,20180909,Cleanup,,10.44941371,55.44150527,10.45341039,55.44271596,61,0,0,6,28,4,0
1930,Swiss Litter Report,Lacléman_Gland_LecoanetS,CH,,85,,,20180219,Cleanup,,6.281958615,46.40281064,6.281908085,46.40357722,5,0,1,1,4,2,0
1931,Swiss Litter Report,Lacléman_Gland_LecoanetS,CH,,85,,,20180119,Cleanup,,6.281958615,46.40281064,6.281908085,46.40357722,19,0,0,0,0,2,0
1932,Independent,alepu,BG,Black Sea,2779,Urban,Sandy,20150906,Cleanup,,27.72246797,42.34864091,27.71062972,42.37205899,884,17,20,24,48,11,0
1933,Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170614,Cleanup,,9.358074695,47.43329174,9.358549716,47.43350793,9,0,1,4,28,2,0
1934,Perseus,"La Caleta, Cadiz",ES,North-east Atlantic Ocean,78,Urban,Sandy,20141103,Cleanup,,-6.306251078,36.53191408,-6.306013793,36.53123875,188,0,0,0,12,67,0
1935,Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20170527,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,83,8,3,4,96,37,0
1936,Swiss Litter Report,Neuenburgersee_Cudrefin_MatterA,CH,,5,Rural,Sandy,20170407,Cleanup,,7.025968066,46.96270889,7.026020294,46.96272914,22,8,0,1,4,0,0
1937,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20171116,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,7,0,1,5,8,0,0
1938,Swiss Litter Report,lacléman_vidy_santie,CH,,27,,,20170616,Cleanup,,6.589607778,46.51831778,6.589910971,46.51844939,285,12,0,3,64,59,1
1939,Legambiente Onlus,Pioppi Pollica (SA),IT,Unknown,100,,,20180428,Monitoring,,0.000135558,0.000360888,0.000135567,0.000360888,228,8,0,22,4,2,1
1940,Surfrider Foundation Europe,"34 Boulevard, 2225 AC Katwijk, Pays-Bas",NL,North-east Atlantic Ocean,67,,,20150321,Cleanup,,4.39607,52.2071,4.39707,52.2071,349,4,4,0,68,12,0
1941,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,,68,,,20171104,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,8,2,0,0,16,16,0
1942,Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171029,Cleanup,,9.543909919,47.4862163,9.543766189,47.48593948,12,0,0,0,8,0,0
1943,Archipelagos Institute of Marine Conservation,"Aghios Nikolaos,2 (church)",GR,Mediterranean Sea,91,Rural,Pebbels,20150304,Cleanup,,26.968129,37.6980707,26.96895244,37.69855458,538,12,7,1,28,2,0
1944,Swiss Litter Report,glatt_oerlikon_covosN,CH,,6,,,20170521,Cleanup,,8.566711984,47.41676913,8.566762128,47.4168178,7,0,0,3,8,2,0
1945,Surfers Against Sewage,Caswell Bay,UK,North-east Atlantic Ocean,54,Rural,Pebbels,20161126,Monitoring,,-4.031533189,51.57022978,-4.030792356,51.57005652,95,1,6,5,0,0,0
1946,Perseus,Alepu,BG,Black Sea,105,Rural,Sandy,20160317,Cleanup,,27.70921843,42.36708233,27.70950129,42.36616388,113,0,2,0,0,6,0
1947,EMBLAS Russia,Vostok,RU,Black Sea,87,Rural,Sandy,20170820,Monitoring,,38.80442275,44.27114613,38.805111,44.270536,103,0,1,13,40,5,0
1948,Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20170910,Cleanup,,8.698713288,47.21764584,8.698372227,47.21772673,32,12,5,3,32,11,1
1949,Independent,forum,FR,North-east Atlantic Ocean,100,Urban,Other (mixed),20160506,Cleanup,,-3.516423629,48.83283979,-3.515941638,48.83368298,34,8,0,21,16,277,0
1950,Independent,spiaggia di Buggerru,,Mediterranean Sea,293,Urban,Sandy,20190403,Cleanup,,8.400335743,39.40261055,8.402704334,39.40448022,33,0,0,0,0,0,0
1951,Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170923,Cleanup,,7.612153634,47.55864389,7.614550071,47.55909708,550,30,2,133,692,139,0
