Index,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Rubber,Cloth,Processed Lumber,Metal,Glass,Other
42,Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20170424,Cleanup,,8.526254935,47.31242173,8.526473899,47.31196494,38,0,0,5,8,0,0
43,Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170530,Cleanup,,8.477770133,47.4034956,8.478190512,47.40364429,30,0,0,3,20,0,0
44,"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20160621,Monitoring,,12.57666753,55.55767488,12.57508718,55.55761141,53,5,0,6,16,1,5
45,Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180329,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,45,0,5,9,64,17,0
46,Swiss Litter Report,Aare_Elfenau_cataldiv,CH,,19,,,20180304,Cleanup,,7.462960549,46.93102012,7.462813345,46.9311636,1,0,0,0,0,0,0
47,Legambiente Onlus,Riccio TolloOrtona (CH),IT,Unknown,100,,,20180507,Monitoring,,0.000129096,0.000380702,0.000129105,0.000380702,570,16,2,3,116,30,0
48,Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171130,Cleanup,,9.543909919,47.4862163,9.543766189,47.48593948,22,0,1,2,8,2,2
49,Independent,Bajo de guia 10-05-14,ES,North-east Atlantic Ocean,688,Near river mouth,Sandy,20140510,Cleanup,,-6.356390822,36.78703145,-6.362435776,36.78330692,2542,0,258,46,112,40,0
50,Independent,Chesil Cove,UK,North-east Atlantic Ocean,441,Urban,Pebbels,20151021,Cleanup,,-2.447999686,50.55702152,-2.449175666,50.56091823,921,34,40,3,264,0,2
51,Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20150804,Cleanup,,28.58188921,43.77835953,28.57638704,43.75610959,197,4,2,7,50,10,0
52,Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20170621,Cleanup,,7.587318068,47.58940625,7.587464405,47.58973545,107,8,0,28,48,1,0
53,Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20170828,Cleanup,,7.899466371,47.29856781,7.899623298,47.29864172,6,0,0,2,0,1,0
54,Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20170601,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,8,0,0,6,0,0,1
55,Swiss Litter Report,greifensee_greifensee_simmenc,CH,,53,Near river mouth,Other (mixed),20180228,Cleanup,,8.675699123,47.36357229,8.676283172,47.36384326,199,5,2,12,88,20,0
56,Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,,32,,,20170409,Cleanup,,8.53832789,47.38189811,8.538454926,47.38161864,27,4,1,7,48,31,0
57,Surfers Against Sewage,Teignmouth,UK,North-east Atlantic Ocean,329,Near river mouth,Sandy,20150329,Cleanup,,-3.498525241,50.54423528,-3.499799511,50.54138879,93,0,1,0,0,21,0
58,DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,Mediterranean Sea,101,Urban,Pebbels,20180716,Monitoring,,13.60225756,45.53593545,13.60188741,45.53680532,614,4,3,16,40,29,1
59,Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20180920,Cleanup,,28.63048,44.31021,28.63005,44.30936,2730,58,61,151,316,117,0
60,Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20180226,Cleanup,,7.587318068,47.58940625,7.587464405,47.58973545,26,0,0,3,4,1,0
61,Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20161010,Monitoring,,28.64046,43.95488,28.64006,43.954,2390,75,31,489,404,106,1
62,Institute for Water of the Republic of Slovenia,Mesecev zaliv 1,SI,Mediterranean Sea,102,Rural,Pebbels,20130920,Cleanup,,13.61093245,45.53773844,13.61198468,45.53828206,595,1,1,10,16,6,0
63,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,,68,,,20170910,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,32,2,0,0,8,38,0
64,Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20170712,Monitoring,,11.99125,55.683035,11.99203,55.682251,1,4,0,1,4,0,0
65,Surfrider Foundation Europe,"Kernavéno Crozon, 29160 Crozon, France",FR,North-east Atlantic Ocean,74,,,20150505,Cleanup,,-4.54547,48.2405,-4.54447,48.2405,348,0,0,0,32,80,0
66,Swiss Litter Report,langete_langenthal_geiserm,CH,,14,Urban,Pebbels,20171025,Cleanup,,7.792304073,47.21653324,7.792293051,47.21640588,3,0,0,8,0,1,0
67,Swiss Litter Report,Birs_basel_läderachs,CH,,28,Urban,Pebbels,20170429,Cleanup,,7.62259813,47.54604972,7.622613868,47.54629724,31,0,0,4,0,5,0
68,Swiss Litter Report,zuerichsee_zurich_kullg,CH,,53,,,20180124,Cleanup,,8.550474341,47.35395734,8.55053981,47.3544311,100,6,0,18,20,10,1
69,Independent,Cala del Barco,ES,Mediterranean Sea,42,Rural,Rocky,20180821,Cleanup,,-0.792793932,37.58742356,-0.792325796,37.58739768,128,0,8,17,20,0,0
70,Independent,Plage du Port de Pomègues,FR,Mediterranean Sea,58,Urban,Pebbels,20180105,Cleanup,,5.299507851,43.27004995,5.299526626,43.2695285,564,0,22,0,0,66,0
71,Swiss Litter Report,aare_suhrespitz_badert,CH,,55,,,20170413,Cleanup,,8.066017963,47.40566917,8.065563868,47.40528554,111,0,1,16,40,0,0
72,Surfrider Foundation Europe,"D107 Le Porge, 33680 Le Porge, France",FR,North-east Atlantic Ocean,79,,,20150522,Cleanup,,-1.21686,44.9024,-1.21586,44.9024,228,0,1,0,24,13,0
73,Swiss Litter Report,Birs_basel_läderachs,CH,,28,Urban,Pebbels,20170630,Cleanup,,7.62259813,47.54604972,7.622613868,47.54629724,36,0,0,3,64,10,2
74,Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20180416,Monitoring,,28.64046,43.95488,28.64006,43.954,136,8,1,7,28,8,0
75,Surfrider Foundation Europe,"D80 Brando, 20222 Brando, France",FR,Mediterranean Sea,82,,,20150322,Cleanup,,9.46545,42.7575,9.46645,42.7575,58,4,4,0,64,10,0
76,Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20170724,Cleanup,,8.526254935,47.31242173,8.526473899,47.31196494,48,0,0,12,12,1,0
77,OceanCare Cleanups,Siracusa I,IT,Mediterranean Sea,31,Urban,Sandy,20180619,Cleanup,,15.2920724,37.05790689,15.29221123,37.05764826,904,1,21,212,240,7,1
78,Swiss Litter Report,Töss_Bauma_KurthE,CH,,53,,,20170928,Cleanup,,8.867824888,47.37017566,8.867135059,47.37028189,1,0,0,6,0,2,0
79,Swiss Litter Report,Mammern swisslitterreport,DE,,375,Rural,Pebbels,20180203,Cleanup,,8.955316774,47.65583658,8.951153569,47.65394064,14,4,0,2,12,3,0
80,Swiss Litter Report,Pfaffner_Rothrist_Ischik,CH,,14,,,20170622,Cleanup,,7.899466371,47.29856781,7.899623298,47.29864172,3,0,0,2,0,2,0
81,Surfrider Foundation Europe,"Plage de Trestraou, 22700 Perros-Guirec, France",FR,North-east Atlantic Ocean,73,,,20150322,Cleanup,,-3.45618,48.8165,-3.45518,48.8165,41,0,0,0,20,3,0
82,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170611,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,71,0,1,7,112,1,0
83,Plastic Change,Roskilde Vig Nord,DK,North-east Atlantic Ocean,100,Rural,Sandy,20160414,Monitoring,,12.056157,55.660566,12.055791,55.66144379,16,12,1,4,0,1,1
84,Surfrider Foundation Europe,Blakenberg beach,NL,North-east Atlantic Ocean,91,Urban,Sandy,20160812,Cleanup,,4.352044367,52.16754401,4.352690664,52.16826575,15,0,0,0,0,0,0
85,Athens Goulandri Natural History Museum,??????? ????????? ??????? ????????,GR,Mediterranean Sea,76,Urban,Sandy,20150510,Cleanup,,23.81457003,38.0740119,23.81500992,38.07460311,45,0,0,0,16,0,0
86,Swiss Litter Report,Birs_Reinach_DiNucciN,CH,,36,Rural,Rocky,20170418,Cleanup,,7.607008497,47.5036817,7.607005388,47.50400169,142,5,0,10,96,0,0
87,Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,,32,,,20170724,Cleanup,,8.53832789,47.38189811,8.538454926,47.38161864,33,0,2,13,28,2,0
88,Hold Danmark Rent,Grenaa,DK,North-east Atlantic Ocean,1740,,,20131021,Cleanup,,10.92213299,56.40194108,10.91630801,56.38664298,503,54,0,30,276,13,1
89,Mare Nostrum,Constanta,RO,Black Sea,105,Urban,Sandy,20170411,Cleanup,,28.65538,44.19412,28.65575,44.19321,1893,0,5,32,144,6,2
90,Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20180205,Cleanup,,8.605145777,47.40291945,8.604494396,47.40278261,89,0,0,9,4,0,0
91,Surfrider Foundation Europe,"6 R?sidence du Casino Boulevard de la plage Surf City, 33680 Lacanau, France",FR,North-east Atlantic Ocean,78,,,20150412,Cleanup,,-1.19474,45.0021,-1.19374,45.0021,180,0,0,0,0,0,0
92,Surfrider Foundation Europe,"Rue de Papette Ducos, Province Noumea, Nouvelle-Calédonie",Int,,181,,,20150610,Cleanup,,166.442,-22.2463,166.443,-22.2463,135,80,0,0,800,350,0
93,Legambiente Onlus,Terzo Cavone Scanzano (MT),IT,Unknown,100,,,20180425,Monitoring,,0.000150708,0.000361908,0.000150717,0.000361908,232,32,7,45,86,14,0
94,Surfrider Foundation Europe,ospar mutriku 2,ES,North-east Atlantic Ocean,29,Rural,Rocky,20150928,Cleanup,,-2.382404813,43.31267968,-2.3820636,43.31260121,350,0,6,0,12,0,0
95,Legambiente Onlus,"Spiaggia delle Monachelle, Pozzuoli (NA)",IT,Mediterranean Sea,100,,,20170425,Monitoring,,14.10001,40.83158,14.10101,40.83158,656,178,29,73,165,0,0
96,HELMEPA - Hellenic Marine Environment Protection Association,varkiza ,GR,Mediterranean Sea,193,,Sandy,20140510,Cleanup,,23.81237657,37.82051021,23.81450437,37.82080081,1086,0,0,0,0,4,0
97,Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20150413,Monitoring,,28.64498,44.0462,28.64536,44.0453,160,12,2,35,28,19,0
98,Surfrider Foundation Europe,"375 De Ulia Ibilbidea, 20013 Donostia, Espagne",ES,North-east Atlantic Ocean,81,,,20150417,Cleanup,,-1.94793,43.3321,-1.94693,43.3321,109,0,6,0,16,115,0
99,"Aarhus University, Denmark ",MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20150424,Monitoring,,8.163800428,55.84143681,8.164009136,55.84054878,164,9,0,8,10,6,0
100,Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20171115,Cleanup,,9.431144031,47.52088875,9.431524898,47.52098032,26,0,2,2,16,0,0
101,Perseus,Mangalia 2,RO,Black Sea,2081,Urban,Sandy,20150629,Cleanup,,28.5891891,43.80922106,28.59271215,43.82778026,234,0,13,0,0,0,0
102,Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20170928,Cleanup,,7.587318068,47.58940625,7.587464405,47.58973545,112,0,0,14,28,0,0
103,"Aarhus University, Denmark ",Skomagerkrogen,DK,North-east Atlantic Ocean,100,Rural,Sandy,20180418,Monitoring,,12.09103274,55.67006725,12.09031659,55.67087199,1331,43,6,121,8,15,9
104,Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20171019,Cleanup,,8.961592821,47.49361003,8.961466495,47.493684,0,0,0,0,0,0,0
105,Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20140408,Cleanup,,28.62236,44.28098,28.62222,44.28002,612,116,74,45,300,20,0
106,Independent,hejsager strand,DK,Baltic Sea,140,,Sandy,20140508,Cleanup,,9.60575953,55.19362134,9.607949174,55.19341463,26,0,1,0,0,2,0
107,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20180202,Cleanup,,7.558994821,47.16922077,7.558936715,47.16909278,11,4,3,0,0,0,0
108,Surfrider Foundation Europe,"Avenue Salvador Allende, 13500 Martigues, France",FR,Mediterranean Sea,81,,,20150531,Cleanup,,5.05373,43.4048,5.05473,43.4048,254,0,8,0,484,150,0
109,Swiss Litter Report,Birsköpfli Rusco,DE,,50,,,20170422,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,229,24,15,25,260,32,0
110,DeFishGear - Slovenia,Fiesa-Pacug MLW Month,SI,Mediterranean Sea,108,Urban,Pebbels,20180915,Monitoring,,13.58521674,45.52614743,13.58383272,45.5260873,415,18,10,39,208,53,0
111,DeFishGear - Slovenia,test,SI,Mediterranean Sea,101,Urban,Pebbels,20160831,Cleanup,,13.5683641,45.51779833,13.56802802,45.51867746,2,0,0,0,0,0,0
112,Swiss Litter Report,Rhein_Basel_BlarerP_1,DE,,38,,,20171124,Cleanup,,7.587318068,47.58940625,7.587464405,47.58973545,42,0,0,12,20,3,0
113,Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20170602,Cleanup,,8.540236953,47.19540185,8.540653772,47.19529442,25,4,0,0,4,1,1
114,Swiss Litter Report,Limmat_Zuerich_JansenA,CH,,54,,,20170817,Cleanup,,8.484684679,47.40002469,8.484395636,47.40047043,26,4,2,9,76,8,0
115,Independent,long strand,IE,North-east Atlantic Ocean,142,,,20160618,Cleanup,,-8.955702446,51.55125138,-8.956763581,51.55235108,50,0,1,1,0,0,0
116,Swiss Litter Report,töss_kollbrunn_bürgid,CH,,104,Rural,Other (mixed),20170929,Cleanup,,8.779680032,47.45456979,8.780936622,47.45497142,10,0,0,0,8,1,0
117,Swiss Litter Report,sihl_leimbach_kruegerm,CH,,99,Urban,Pebbels,20170413,Cleanup,,8.519119455,47.32543607,8.519485579,47.32629067,7,0,1,20,20,2,0
118,Swiss Litter Report,aare_rupperswil_badert,CH,,46,,,20180120,Cleanup,,8.112553668,47.41030895,8.112171449,47.41063741,1,0,0,0,0,0,0
119,Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170727,Cleanup,,8.477770133,47.4034956,8.478190512,47.40364429,1,0,0,0,4,1,0
120,Independent,clogherhead 100m,IE,North-east Atlantic Ocean,114,,,20160617,Cleanup,,-6.234836673,53.78804454,-6.233725008,53.78884058,85,6,6,0,8,0,0
121,Swiss Litter Report,thunersee_spiez_meierd_1,CH,,29,,,20180325,Cleanup,,7.657882391,46.7044368,7.658185572,46.70428087,8,0,0,0,0,3,0
122,Swiss Litter Report,Limmat_Unterengstringen_OggierBührer,CH,,28,Urban,Other (mixed),20170423,Monitoring,,8.446933418,47.40940032,8.447313214,47.40940959,23,0,0,8,8,1,0
123,Swiss Litter Report,Reuss_St.Karli_LinigerS/ImhofY,CH,,14,,,20170430,Cleanup,,8.287914508,47.05711183,8.287949971,47.05698005,70,0,7,4,76,22,1
124,Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,,32,,,20171130,Cleanup,,8.53832789,47.38189811,8.538454926,47.38161864,25,0,0,1,36,6,4
125,Surfrider Foundation Europe,"2736 Boulevard de la Marine, 83400 Hyères, France",FR,Mediterranean Sea,81,,,20150912,Cleanup,,6.17129,43.1006,6.17229,43.1006,1073,4,3,0,636,53,0
126,DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,Mediterranean Sea,101,Urban,Pebbels,20170529,Monitoring,,13.60225756,45.53593545,13.60188741,45.53680532,589,16,8,21,16,19,0
127,Independent,Cruz Quebrada,,North-east Atlantic Ocean,135,Urban,Sandy,20180914,Cleanup,,-9.252582467,38.69961573,-9.251053607,38.69938547,3110,36,103,243,84,239,5
128,Swiss Litter Report,zürichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20171212,Cleanup,,8.536154524,47.34588993,8.536054832,47.34633013,36,1,0,8,108,6,0
129,Hold Danmark Rent,Solrød Strand,DK,Baltic Sea,399,,,20131021,Cleanup,,12.23460793,55.53720578,12.23167951,55.53401551,74,1,0,19,12,0,0
130,Swiss Litter Report,Murg_Waengi_StrickerR,CH,,13,Urban,Pebbels,20170623,Cleanup,,8.961592821,47.49361003,8.961466495,47.493684,0,0,0,0,0,0,0
131,Swiss Litter Report,arve_carouge_battistellak,CH,,56,Urban,Sandy,20171031,Cleanup,,6.154318667,46.17849118,6.154981568,46.17828964,37,4,0,2,0,0,0
132,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_1,CH,,23,,,20171019,Cleanup,,8.418568937,47.04453213,8.418664934,47.04472764,3,0,0,1,0,1,0
133,Legambiente Onlus,Punta delle Formiche Pachino (SR),IT,Unknown,100,,,20180428,Monitoring,,0.000135244,0.000329388,0.000135253,0.000329388,273,4,0,31,7,0,2
134,Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20170929,Cleanup,,7.108311404,47.03839843,7.107976582,47.03861686,37,4,0,0,4,17,1
135,"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Cherronisi,GR,Mediterranean Sea,90,,,20161002,Cleanup,,22.775938,37.382319,22.776938,37.382319,116,12,1,4,8,0,0
136,Swiss Litter Report,Inn_Pradella_KohlT,CH,,74,Rural,Pebbels,20170820,Cleanup,,10.319994,46.800876,10.320026,46.801537,5,4,0,0,0,0,0
137,Independent,Porto das dunas ,,Unknown,10542,,,20181110,Cleanup,,-38.40005082,-3.825214919,-38.34464244,-3.902626538,12,0,0,0,0,1,0
138,Independent,kanal 2 varnensko ezero - cherno more,BG,Black Sea,1227,Urban,Rocky,20151204,Cleanup,,27.8795013,43.19306946,27.89060864,43.185582,571,0,27,131,26,34,2
139,Swiss Litter Report,zuerichsee_waedenswil_colomboc_1,CH,,14,Rural,Rocky,20180325,Cleanup,,8.691961124,47.21954684,8.692141398,47.21951575,15,0,0,2,0,3,0
140,Mare Nostrum,Vama Veche,RO,Black Sea,102,Rural,Sandy,20140407,Monitoring,,28.57783,43.7486,28.57829,43.74774,333,160,103,63,120,49,0
141,Swiss Litter Report,zulg_steffisburg_schmassmanne,CH,,16,Urban,Other (mixed),20180213,Cleanup,,7.624537223,46.77424307,7.624330563,46.77423203,0,0,0,0,0,0,0
142,Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20170813,Cleanup,,9.320376016,47.41024245,9.320739558,47.41049912,26,0,4,9,20,1,0
143,Swiss Litter Report,sihl_zuerich_eggerskoehlingera,CH,,32,,,20180228,Cleanup,,8.53832789,47.38189811,8.538454926,47.38161864,39,0,1,17,36,21,0
144,Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20170625,Cleanup,,9.320376016,47.41024245,9.320739558,47.41049912,89,4,3,3,60,3,0
145,Perseus,Mangalia - Diana beach,RO,Black Sea,2121,Urban,Sandy,20150629,Cleanup,,28.59277312,43.82814497,28.58918661,43.80923706,25,0,0,0,0,0,0
146,Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20170412,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,4,4,0,0,76,11,0
147,Swiss Litter Report,reuss_ottenbach_schoenenbergerl,CH,,11,Rural,Other (mixed),20180325,Cleanup,,8.394224168,47.27835446,8.394188671,47.27845497,5,0,0,1,0,0,0
148,Swiss Litter Report,lacléman_gland_kubela,CH,,7,Rural,Rocky,20171216,Cleanup,,6.281935828,46.40286928,6.281920386,46.40293208,15,0,0,2,4,1,0
149,Swiss Litter Report,Birs_basel_läderachs,CH,,28,Urban,Pebbels,20180228,Cleanup,,7.62259813,47.54604972,7.622613868,47.54629724,3,0,0,1,12,7,0
150,Institute for Water of the Republic of Slovenia,Mesecev zaliv 1,SI,Mediterranean Sea,102,Rural,Pebbels,20130823,Cleanup,,13.61093245,45.53773844,13.61198468,45.53828206,120,1,0,0,16,6,1
151,DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,Mediterranean Sea,101,Urban,Pebbels,20180410,Monitoring,,13.60225756,45.53593545,13.60188741,45.53680532,158,0,3,20,48,10,0
152,Swiss Litter Report,urnaesch_urnaesch_meierr,CH,,35,Rural,Other (mixed),20170815,Cleanup,,9.295418846,47.3250986,9.295691383,47.32484209,4,4,0,0,16,0,0
153,Surfrider Foundation Europe,"Plage du Moulin Blanc, 29200 Brest, France",FR,North-east Atlantic Ocean,73,,,20150605,Cleanup,,-4.43329,48.3962,-4.43229,48.3962,614,3,0,0,32,0,0
154,Swiss Litter Report,rhein_laag_jungbluthn,DE,,163,Rural,Rocky,20170506,Cleanup,,8.717210402,47.69152541,8.715379336,47.69072451,5,0,2,2,4,0,0
155,Legambiente Onlus,"Spiaggia di Romagnolo, Palermo (PA)",IT,Mediterranean Sea,100,,,20170420,Monitoring,,13.39498,38.10393,13.39598,38.10393,3682,293,111,18,169,67,4
156,CleanPiterCoast,??????? ?????,RU,Baltic Sea,100,Rural,Sandy,20180613,Cleanup,,29.58234458,59.94981017,29.58065494,59.95013236,45,18,3,22,60,6,0
157,Swiss Litter Report,chriesbach_duebendorf_schneidera,CH,,51,Urban,Other (mixed),20171206,Cleanup,,8.605145777,47.40291945,8.604494396,47.40278261,14,0,0,3,8,0,0
158,Independent,zuerichsee_waendenswil_colomboc_1,,,17,Rural,Rocky,20170410,Cleanup,,8.691936547,47.21956093,8.692155963,47.21952652,35,8,0,2,4,0,0
159,Swiss Litter Report,Sense_Törishaus_g-cubes,CH,,41,Rural,Pebbels,20171020,Cleanup,,7.353188932,46.88312064,7.353139568,46.88348981,81,0,1,18,44,0,0
160,Surfrider Foundation Europe,"Le Ruault, 56370 SARZEAU, France",FR,North-east Atlantic Ocean,75,,,20150513,Cleanup,,-2.78506,47.5524,-2.78406,47.5524,60,0,0,0,40,10,0
161,Legambiente Onlus,Spiaggia alla foce del fiume Tenna,IT,Mediterranean Sea,101,Near river mouth,Other (mixed),20161013,Monitoring,Italy,13.77684975,43.23546219,13.77635,43.23629,170,52,6,7,72,4,0
162,Surfrider Foundation Europe,"17 Le Marais, 50660 Lingreville, France",FR,North-east Atlantic Ocean,72,,,20150516,Cleanup,,-1.56266,48.944,-1.56166,48.944,214,0,4,0,24,1,0
163,Swiss Litter Report,Reuss_St.Karli_LinigerS/ImhofY,CH,,14,,,20171006,Cleanup,,8.287914508,47.05711183,8.287949971,47.05698005,9,0,5,3,28,4,0
164,Swiss Litter Report,lacléman_gland_kubela,CH,,7,Rural,Rocky,20170829,Cleanup,,6.281935828,46.40286928,6.281920386,46.40293208,24,0,0,2,8,0,0
165,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20170807,Cleanup,,7.558994821,47.16922077,7.558936715,47.16909278,2,0,0,0,8,24,1
166,Surfrider Foundation Europe,"99 Via Aurelia di Levante, 16016 Cogoleto, Italie",IT,Mediterranean Sea,79,,,20150412,Cleanup,,8.66248,44.3906,8.66348,44.3906,116,16,10,0,72,7,0
167,Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20180131,Cleanup,,7.108311404,47.03839843,7.107976582,47.03861686,109,4,24,0,16,8,0
168,Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20180210,Cleanup,,8.540236953,47.19540185,8.540653772,47.19529442,9,4,0,2,4,2,0
169,Swiss Litter Report,zürichsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20180119,Cleanup,,8.536154524,47.34588993,8.536054832,47.34633013,30,13,1,17,84,5,0
170,Swiss Litter Report,emme_luterbach_huggenbergerk,CH,,162,Urban,Other (mixed),20170511,Cleanup,,7.574014409,47.21194415,7.574838598,47.21059866,10,0,0,0,8,0,0
171,Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20171104,Cleanup,,8.540236953,47.19540185,8.540653772,47.19529442,12,0,0,13,8,0,0
172,Swiss Litter Report,Emme_Utzenstorf_Grüttert,CH,,9,Rural,Other (mixed),20180227,Cleanup,,7.539627,47.123696,7.53951,47.12369645,1,0,0,0,8,0,0
173,Independent,Baia blu,IT,Mediterranean Sea,218,Rural,Sandy,20180802,Cleanup,,9.887071065,44.08305322,9.884371734,44.08331811,93,0,0,0,0,0,0
174,Swiss Litter Report,Neuenburgersee_Cudrefin_MatterA,CH,,5,Rural,Sandy,20170528,Cleanup,,7.025968066,46.96270889,7.026020294,46.96272914,22,0,1,2,8,0,0
175,Surfrider Foundation Europe,"Digue de Rochebonne Saint-Malo, Ille-et- Saint-Malo, France",FR,North-east Atlantic Ocean,73,,,20150603,Cleanup,,-1.99781,48.6593,-1.99681,48.6593,146,0,0,0,4,30,0
176,Surfrider Foundation Europe,"29 Boulevard du Front de Mer, 33930 Vendays-Montalivet, France",FR,North-east Atlantic Ocean,78,,,20150531,Cleanup,,-1.15937,45.3782,-1.15837,45.3782,429,0,0,0,36,28,0
177,DeFishGear - Slovenia,Strunjan MS Monitoring ,SI,Mediterranean Sea,101,Urban,Pebbels,20180910,Monitoring,,13.60225756,45.53593545,13.60188741,45.53680532,354,12,2,11,16,7,2
178,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_3,CH,,67,,,20180330,Cleanup,,8.410800962,47.02995659,8.41128942,47.02945143,23,2,0,0,0,2,0
179,Surfrider Foundation Europe,"1 Portu Kalea, 48360 Mundaka, Espagne",ES,North-east Atlantic Ocean,81,,,20150801,Cleanup,,-2.69753,43.4077,-2.69653,43.4077,173,4,0,0,0,0,0
180,Surfrider Foundation Europe,"Via Castelo do Queijo, 4100-429 Porto, Portugal",PT,North-east Atlantic Ocean,84,,,20150321,Cleanup,,-8.69091,41.1742,-8.68991,41.1742,1000,20,20,0,160,10,0
181,Swiss Litter Report,sihlsee_einsiedeln_schilligerllacherl,CH,,66,,,20170520,Cleanup,,8.760358841,47.14139385,8.760347463,47.1419862,9,4,2,2,24,6,1
182,Independent,DF Malherbe,,Unknown,187,Urban,Other (mixed),20180914,Cleanup,,25.5624207,-33.97960684,25.56241141,-33.98129517,61,1,0,4,12,4,0
183,Swiss Litter Report,Walensee_Walenstadt_WyssE,CH,,26,,,20170722,Cleanup,,9.299551653,47.12182823,9.299250399,47.12170236,289,14,7,8,48,4,20
184,Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20170705,Cleanup,,8.492924315,47.43112814,8.493669863,47.43138512,68,4,0,17,0,0,2
185,"Aarhus University, Denmark ","Sønderø, Roskilde Vig",DK,North-east Atlantic Ocean,99,Rural,Pebbels,20170410,Monitoring,,12.08215544,55.66975815,12.08374761,55.6697621,12,4,0,5,0,0,0
186,Swiss Litter Report,Birs_Reinach_DiNucciN,CH,,36,Rural,Rocky,20171227,Cleanup,,7.607008497,47.5036817,7.607005388,47.50400169,61,4,0,0,36,5,0
187,"Aarhus University, Denmark ",MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20181029,Monitoring,,10.58123183,57.74860901,10.58281088,57.74891554,276,29,4,15,4,42,6
188,Surfrider Foundation Europe,"Plages du site de OUANO, 98880 LA FOA, Nouvelle-Calédonie",Int,,181,,,20150523,Cleanup,,165.815,-21.8614,165.816,-21.8614,746,8,6,0,240,40,0
189,Surfrider Foundation Europe,"40-44 M6098, 06800 Cagnes-sur-Mer, France",FR,Mediterranean Sea,81,,,20151025,Cleanup,,7.16187,43.6548,7.16287,43.6548,3200,40,50,0,2400,600,0
