"Cleanup ID",Zone,State,Country,GPS,"Cleanup Type","Cleanup Date","Group Name",Adults,Children,People,Pounds,Miles,"# of bags","Cigarette Butts","Food Wrappers (candy, chips, etc.)","Take Out/Away Containers (Plastic)","Take Out/Away Containers (Foam)","Bottle Caps (Plastic)","Bottle Caps (Metal)","Lids (Plastic)","Straws, Stirrers","Forks, Knives, Spoons","Beverage Bottles (Plastic)","Beverage Bottles (Glass)","Beverage Cans","Grocery Bags (Plastic)","Other Plastic Bags","Paper Bags","Cups, Plates (Paper)","Cups, Plates (Plastic)","Cups, Plates (Foam)","Fishing Buoys, Pots & Traps","Fishing Net & Pieces","Fishing Line (1 yard/meter = 1 piece)","Rope (1 yard/meter = 1 piece)","Fishing Gear (Clean Swell)","6-Pack Holders","Other Plastic/Foam Packaging","Other Plastic Bottles (oil, bleach, etc.)","Strapping Bands","Tobacco Packaging/Wrap","Other Packaging (Clean Swell)","Appliances (refrigerators, washers, etc.)",Balloons,"Cigar Tips","Cigarette Lighters","Construction Materials",Fireworks,Tires,Toys,"Other Trash (Clean Swell)",Condoms,Diapers,Syringes,"Tampons/Tampon Applicators","Personal Hygiene (Clean Swell)","Foam Pieces","Glass Pieces","Plastic Pieces","Total Items Collected"
57318,"Kolkata, West Bengal, India","West Bengal, India",India,"22.606495, 88.371669","Land (beach, shoreline and inland)",2018-09-15,"Circular Canal-NGO",45,0,45,90.909,3.107,0,86,112,0,0,0,0,0,0,0,0,0,0,98,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476
57319,"Central Delhi, Delhi, India","Delhi, India",India,"28.66153942, 77.2473675","Land (beach, shoreline and inland)",2018-10-02,"Yamuna-School , NGO ,Govt. Officials",700,0,700,1227.273,4.66,0,300,890,0,0,0,0,0,0,0,0,0,0,480,0,0,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3070
57526,"Mumbai Suburban, Maharashtra, India","Maharashtra, India",India,"19.08508, 72.88657","Land (beach, shoreline and inland)",2018-12-08,,1,0,1,0.98,0.0092,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9
66164,"Chennai, Tamil Nadu, India",,India,"12.997269643086, 80.272422162909","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",100,0,100,1146.4,1.24,26,340,530,250,350,56,55,410,260,170,520,820,280,20,70,43,67,85,15,0,0,0,17,0,0,0,0,0,0,0,0,24,0,5,0,0,0,0,0,0,33,0,0,0,0,0,0,4420
66166,"Nagapattinam, Tamil Nadu, India","Tamil Nadu, India",India,"11.141739948511, 79.857787296618","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",100,0,100,1322.77,1.24,33,500,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,724
66167,"Tirunelveli, Tamil Nadu, India","Tamil Nadu, India",India,"8.2806636626232, 77.896065784625","Land (beach, shoreline and inland)",2018-10-12,"IMF Chennai",58,0,58,705.48,0.62,15,300,50,55,0,45,0,12,0,0,250,47,0,200,0,40,25,0,0,0,2,17,7,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,20,0,0,0,0,0,0,1084
66168,"Tiruvallur, Tamil Nadu, India","Tamil Nadu, India",India,"13.422619637783, 80.323952463522","Land (beach, shoreline and inland)",2018-09-29,"IMF Chennai",141,0,141,2645.55,1.86,63,500,150,25,0,0,100,100,0,0,250,145,15,300,600,0,0,0,0,2,3,30,30,0,0,0,150,0,0,0,0,0,0,0,4,0,1,0,0,0,17,0,0,0,0,0,0,2422
66179,"Panaji, Goa, India","Goa, India",India,"15.466307597089, 73.804514814557","Land (beach, shoreline and inland)",2018-09-25,"IMF Chennai",70,0,70,1058.22,0.62,23,92,110,42,9,144,125,22,18,74,81,181,35,57,214,44,57,133,13,11,25,15,26,0,21,53,39,1,101,0,7,9,28,14,3,157,1,0,0,4,10,1,3,0,14,108,295,2397
66181,,"Andhra Pradesh, India",India,"17.714501065906, 83.325440864557","Land (beach, shoreline and inland)",2018-09-29,"IMF Chennai",100,450,550,1984.16,0.62,50,45,75,185,2,42,45,75,25,133,120,225,2,6,72,32,186,144,25,0,0,0,4,0,0,0,26,0,0,0,0,35,0,0,4,0,0,0,0,0,12,2,0,0,0,0,0,1522
66273,"Thoothukudi, Tamil Nadu, India","Tamil Nadu, India",India,"8.4675893707806, 78.103153078882","Land (beach, shoreline and inland)",2018-09-24,"IMF Chennai",100,0,100,881.85,1.24,20,60,120,40,33,40,21,3,5,4,25,12,9,13,23,45,20,13,11,11,9,3,10,0,5,3,4,3,31,0,0,4,6,2,10,0,3,0,0,0,4,1,0,0,25,14,17,662
66274,"Vishakhapatnam, Andhra Pradesh, India","Andhra Pradesh, India",India,"17.78247802123, 83.385140767984","Land (beach, shoreline and inland)",2018-09-19,"IMF Chennai",191,0,191,1763.7,7.95,32,63,52,22,19,42,37,45,30,33,52,39,42,27,42,33,36,27,22,22,15,0,0,0,15,22,30,20,37,0,22,37,22,37,35,39,12,0,0,27,37,45,22,0,0,0,0,1159
66275,"Kanyakumari, Tamil Nadu, India","Tamil Nadu, India",India,"8.0867875561105, 77.554596908336","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",200,0,200,2645.55,1.55,100,111,111,110,91,121,113,99,104,88,168,146,127,143,214,120,168,123,103,77,146,80,105,0,87,111,88,84,95,0,0,124,126,108,109,99,69,0,0,69,82,108,72,0,74,85,117,4375
66277,"Nagapattinam, Tamil Nadu, India","Tamil Nadu, India",India,"10.815124360711, 79.850738672028","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",85,0,85,1102.31,1.24,25,65,57,57,12,25,45,12,0,0,25,35,0,5,87,11,12,74,0,1,7,4,9,0,0,14,6,1,0,0,0,0,0,0,7,0,0,0,0,0,25,2,0,0,0,0,0,598
66279,"Kanchipuram, Tamil Nadu, India",,India,"12.871987141894, 80.25083666908","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",270,0,270,1984.16,4.35,45,118,274,63,142,200,49,56,52,161,371,214,61,114,238,83,300,218,74,4,511,0,291,0,0,119,19,61,171,0,1,16,11,14,53,4,41,0,0,6,31,4,0,0,712,417,700,5974
66282,"South Andaman, Andaman and Nicobar Islands, India",,India,"11.643288592495, 92.746792992853","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",1,0,1,1212.54,1.24,25,150,45,0,0,85,0,0,0,0,52,25,0,65,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474
66293,"Pondicherry, Puducherry, India","Puducherry, India",India,"11.789785227179, 79.796844744241","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",100,0,100,617.29,3.11,14,96,125,206,180,160,180,281,19,60,130,200,61,100,0,170,120,135,110,160,95,110,60,0,50,85,101,103,130,0,0,60,0,5,90,80,80,0,0,41,90,45,30,0,51,150,100,4049
66381,"Thoothukudi, Tamil Nadu, India","Tamil Nadu, India",India,"8.3956441526985, 78.059017595013","Land (beach, shoreline and inland)",2018-09-15,"IMF Chennai",70,0,70,2171.55,2.17,45,250,69,53,2,59,83,66,15,147,211,157,11,12,147,14,56,189,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553
66382,"Chennai, Tamil Nadu, India",,India,"12.991506501267, 80.270960639487","Land (beach, shoreline and inland)",2018-09-09,"IMF Chennai",50,50,100,2259.74,0.62,50,501,575,400,280,604,225,0,0,0,522,410,107,219,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,45,0,0,0,0,0,0,4220
66386,"Kanchipuram, Tamil Nadu, India",,India,"12.870761953833, 80.250583309045","Land (beach, shoreline and inland)",2018-09-15,,300,0,300,3306.93,3.11,70,655,258,0,0,0,0,0,0,0,650,250,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867
66976,"Nellore, Andhra Pradesh, India","Andhra Pradesh, India",India,"14.45631, 80.01457","Land (beach, shoreline and inland)",2019-03-04,50,1,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
66977,"Nellore, Andhra Pradesh, India","Andhra Pradesh, India",India,"14.45631, 80.01457","Land (beach, shoreline and inland)",2019-03-04,,90,0,90,6.58,0.2087,0,0,20,30,0,0,0,0,0,0,20,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
68215,"Mumbai, Maharashtra, India","Maharashtra, India",India,"18.98899, 72.82392","Land (beach, shoreline and inland)",2019-03-29,,0,0,0,1,0,0,7,4,0,0,5,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,40
Totals:,,,,,,,,,,,,,,45434,59167,52089,33691,55628,42198,37352,26517,18045,74188,55707,32497,138950,89240,26767,32234,64234,30714,3583,5728,3096,6282,380,1171,12314,20954,6329,26866,136,529,8927,16553,6321,22711,5774,2526,70,407,1843,6208,2395,3530,111,13482,20987,33973
