CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
Independent,obzor detski lager,BG,Black Sea,2805,Near river mouth,Sandy,20151205,Cleanup,,27.88897856,42.80734896,27.89656751,42.78272613,,,13,,14,11,1,,2,,,,,,,,,27,,3,9,4,3,16,,,8,1,,5,3,4,,,,,,,,,,,2,,,,,,,,4,,,,,1,,,,,,4,,,15,1,,,,15,,,,,,2,,,,1,,1,1,3,2,,,5,7,,,,,2,,,,2,2,1,,,,,3,,,1,8,2,1,1,7,2,10,,12,,1,,,,,,8,,2,,,,1,,,1,,,,,,,,,,2,,,,,,,1,,1,,33,2,,,,,,
"Aarhus University, Denmark ","Ris¯, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20190107,Monitoring,,12.08366018,55.6922447,12.0840066,55.69312056,,1,1,,,,,2,,,,,,,,,,3,,1,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,7,,,3,,,11,,7,,,,,,,,,,,,1,,,,,,,,2,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,
Swiss Litter Report,jona_tann_nusslin,CH,,12,,,20170625,Cleanup,,8.864125149,47.26842718,8.864092428,47.26831725,,0,0,,0,0,,1,,,0,,,,,,,0,0,0,0,0,0,9,0,,4,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,1,1,,,0,0,,,,,1,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,4,0,0,,0,,,0,,0,0,0,0,,,,0,,0,1,0,,,0,0,0,0,0,0,3,0,0,,,,,0,,0,0,0,,1,0,2,3,0,,,0,,,,0,,,0,,1,0,5,2,0,,,0,4,,,,5,0,0,0
Legambiente Onlus,Brussa Caorle (VE),IT,Unknown,100,,,20180422,Monitoring,,0.000116299,0.000409809,0.000116308,0.000409809,,2,3,,14,20,,4,1,1,,,,,,,,36,2,6,,2,6,32,2,1,2,2,1,2,,2,,,2,3,,,,,,,1,1,,16,,4,,,,,3,1,1,2,2,2,,,2,3,,,,,372,4,503,,,,,,,2,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,2,,,,,,,,3,,,,,18,,2,,8,,,,2,,,,2,1,3,
Surfrider Foundation Europe,"AS-317 Muros de Nal?n, 33138 Muros de Nal?n, Espagne",ES,North-east Atlantic Ocean,81,,,20150321,Cleanup,,-6.1059,43.558,-6.1049,43.558,,20,,,18,,,20,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,12,,,5,,,,,,,,,,,30,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,
Swiss Litter Report,Birskˆpfli Rusco,DE,,50,,,20180211,Cleanup,,7.617291605,47.55774291,7.617696603,47.55737978,,1,3,,0,0,,0,,,0,,,,,,,1,0,1,1,1,0,9,0,,3,1,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,1,,,,,0,0,2,,,1,0,,,,,34,4,0,0,,,,1,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,1,,0,0,0,1,,,,0,,0,4,0,,,0,0,0,0,0,1,1,0,0,,,,,0,,0,1,0,,15,2,1,7,0,,,0,,,,5,,,3,,0,0,31,9,1,,,0,3,,,,27,0,0,0
Swiss Litter Report,greifensee_uster_fischerb_ 2,CH,,25,Urban,Pebbels,20170421,Cleanup,,8.689880503,47.34743605,8.689901364,47.34720766,,0,0,,0,0,,0,,,0,,,,,,,0,0,2,0,1,0,24,0,,2,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,1,,,,,0,0,5,,,0,0,,,,,3,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,1,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,1,0,0,,,,,0,,0,0,0,,0,0,0,1,0,,,1,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,9,0,0,0
Swiss Litter Report,z¸richsee_wollishofen_langendorfm,CH,,50,Urban,Rocky,20171120,Cleanup,,8.536154524,47.34588993,8.536054832,47.34633013,,,,,,,,,,,,,,,,,,,,1,1,,22,22,,,3,2,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,,,1,,1,14,,,,,,,,1,,,1,,,,,1,30,,,,,,,,,,,,,,,44,,4,,,,,,,,2,,,
Plastic Change,Seden Strand,DK,Baltic Sea,286,,,20180909,Cleanup,,10.44941371,55.44150527,10.45341039,55.44271596,,2,2,1,,1,,,1,1,,,,,,,,3,,,,2,1,2,,,2,,,6,2,1,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,20,,,,,,4,2,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,,,,,,1,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,4,,,
Swiss Litter Report,LaclÈman_Gland_LecoanetS,CH,,85,,,20180219,Cleanup,,6.281958615,46.40281064,6.281908085,46.40357722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Swiss Litter Report,LaclÈman_Gland_LecoanetS,CH,,85,,,20180119,Cleanup,,6.281958615,46.40281064,6.281908085,46.40357722,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,8,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,
Independent,alepu,BG,Black Sea,2779,Urban,Sandy,20150906,Cleanup,,27.72246797,42.34864091,27.71062972,42.37205899,,,97,,9,15,,,,,,,,,,,,,225,6,1,,9,,,,12,1,1,141,,18,,,,,,,,,,,5,149,,,,,,,,,,,,,,,,,2,,,1,134,2,32,2,,,,,,,,,,,,,,,,,8,3,,11,,1,,,,,,,,4,,2,,,,,15,,,3,,,,,3,,4,,15,,,,,,,,,,,1,1,,10,,,,,,,,,,,,,,,,,,2,,4,,,,,1,,,3,3,,
Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20170614,Cleanup,,9.358074695,47.43329174,9.358549716,47.43350793,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,1,,,,,,,,,2,,,
Perseus,"La Caleta, Cadiz",ES,North-east Atlantic Ocean,78,Urban,Sandy,20141103,Cleanup,,-6.306251078,36.53191408,-6.306013793,36.53123875,,,4,,4,,,2,,,,,,,,,,2,,,,,,162,,,5,3,,2,,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,
Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20170527,Cleanup,,8.409539782,47.40798906,8.409789939,47.40852153,,,1,,2,3,,2,,,,,,,,,,1,,,,1,,14,,,8,,,5,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,5,,,,1,,,,,20,1,,,,,,,,,,,,,,1,,,,,,,15,,1,,,,,,,1,,,,,,,,,,3,,,,,2,,,,1,1,,,,,,,,,,,,,14,,,4,,,,,,,,,,,1,,,,5,,1,,,,3,,,,3,30,,
Swiss Litter Report,Neuenburgersee_Cudrefin_MatterA,CH,,5,Rural,Sandy,20170407,Cleanup,,7.025968066,46.96270889,7.026020294,46.96272914,,,2,,,,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,2,,,,,,,,,,,,,,,,,,1,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20171116,Cleanup,,9.198334671,47.52407261,9.197132864,47.52438768,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Swiss Litter Report,laclÈman_vidy_santie,CH,,27,,,20170616,Cleanup,,6.589607778,46.51831778,6.589910971,46.51844939,,1,0,,0,0,,0,,,0,,,,,,,0,4,5,5,31,0,50,1,,33,6,0,0,0,1,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,1,0,,,0,0,,,,,27,0,7,0,,,,0,,0,0,5,,0,75,29,,,0,3,0,,0,4,1,,0,,,1,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,1,0,1,0,,,,,0,,0,1,0,,0,0,5,4,0,,,0,,,,0,,,1,,0,0,6,0,0,,,0,3,,,,56,0,1,0
Legambiente Onlus,Pioppi Pollica (SA),IT,Unknown,100,,,20180428,Monitoring,,0.000135558,0.000360888,0.000135567,0.000360888,1,,,,2,1,1,3,,,1,,,,,,,40,20,3,,1,5,28,2,,7,,7,6,1,5,,,,,,,,2,,,2,,,2,,,,,,,,,,,4,,,,1,1,,8,,,30,1,18,,,,,,,,,,,,12,1,,,2,2,,1,7,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,18,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,1
Surfrider Foundation Europe,"34 Boulevard, 2225 AC Katwijk, Pays-Bas",NL,North-east Atlantic Ocean,67,,,20150321,Cleanup,,4.39607,52.2071,4.39707,52.2071,,10,10,,5,,,2,,,,,,,,,,60,,,,,5,50,,,10,50,3,12,6,40,,,,,,,,,,,,30,,,,6,,,20,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,20,,,,,5,,,,4,,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,9,,2,,,,,,,,10,,,
Swiss Litter Report,vierwaldst‰ttersee_weggis_schˆberls_2,CH,,68,,,20171104,Cleanup,,8.417307579,47.04395301,8.418082376,47.04426291,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,5,0,0,0,,,,0,,1,0,0,,0,0,0,,,0,0,0,,1,2,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,4,0,0,,,0,0,,,,16,0,0,0
Swiss Litter Report,bodensee_thal_schlachterj_1,CH,,32,,,20171029,Cleanup,,9.543909919,47.4862163,9.543766189,47.48593948,,0,0,,0,0,,1,,,0,,,,,,,2,0,0,0,0,0,3,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,1,0,0,,,0,0,,,,,5,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,2,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Archipelagos Institute of Marine Conservation,"Aghios Nikolaos,2 (church)",GR,Mediterranean Sea,91,Rural,Pebbels,20150304,Cleanup,,26.968129,37.6980707,26.96895244,37.69855458,,1,,,20,18,,11,,,,4,,,,,1,72,,,,1,,3,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,175,,65,,126,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,3,,,,,,3,,,4,,,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,
Swiss Litter Report,glatt_oerlikon_covosN,CH,,6,,,20170521,Cleanup,,8.566711984,47.41676913,8.566762128,47.4168178,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,2,0,,2,0,0,0,0,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,1,,,0,0,,,,,0,1,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,1,0,0,0,0,0,2,0,0,,,,,0,,0,0,0,,0,0,2,0,0,,,0,,,,0,,,0,,0,0,0,0,1,,,0,0,,,,1,0,0,0
Surfers Against Sewage,Caswell Bay,UK,North-east Atlantic Ocean,54,Rural,Pebbels,20161126,Monitoring,,-4.031533189,51.57022978,-4.030792356,51.57005652,,1,,,,6,,2,,,,,,,,,,6,,,,,,2,2,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,4,,,,,,,,,,,,,,63,,,,,,,,,1,,,,,,,,,,,,,,,,,6,,,,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perseus,Alepu,BG,Black Sea,105,Rural,Sandy,20160317,Cleanup,,27.70921843,42.36708233,27.70950129,42.36616388,,,2,,5,1,,2,,,1,,,,,,,41,,,,,1,,,,3,,,,,1,1,,,,,,,,,,,6,,,,,,,,,,,,1,,,,,,,,,46,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,4,,,
EMBLAS Russia,Vostok,RU,Black Sea,87,Rural,Sandy,20170820,Monitoring,,38.80442275,44.27114613,38.805111,44.270536,,10,,,12,1,2,,1,,2,,,,,,,7,,,1,,,37,,,5,1,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,4,3,,,,,,,,,,,4,,,,,,4,1,,5,,,,,,,,,,,,,,,,,5,,,,,,,,,,,
Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20170910,Cleanup,,8.698713288,47.21764584,8.698372227,47.21772673,,,,,,1,,,,,,,,,,,,4,,,,,,11,,,4,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,5,4,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,5,,,,,,,,,3,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,4,1,,,,,,,,,11,,1,
Independent,forum,FR,North-east Atlantic Ocean,100,Urban,Other (mixed),20160506,Cleanup,,-3.516423629,48.83283979,-3.515941638,48.83368298,,,1,,1,,,,,,,,,,,,,,,,,,,4,,1,6,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,12,7,,,,,,,1,,,1,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,277,,,
Independent,spiaggia di Buggerru,,Mediterranean Sea,293,Urban,Sandy,20190403,Cleanup,,8.400335743,39.40261055,8.402704334,39.40448022,,,,,3,,,1,,,,,,,,,,6,,,,,,,,,2,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20170923,Cleanup,,7.612153634,47.55864389,7.614550071,47.55909708,,0,1,,0,1,,0,,,0,,,,,,,3,0,2,0,6,0,485,0,,13,1,0,1,0,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,4,0,,,0,0,,,,,22,0,2,0,,,,0,,0,0,0,,0,2,2,,,0,1,0,,3,2,0,,0,,,0,,0,7,0,0,,,,0,,0,2,0,,,0,1,0,5,6,62,9,1,0,,,,,1,,0,48,0,,9,0,11,68,0,,,0,,,,0,,,82,,0,0,3,0,0,,,0,19,,,,120,0,0,0
Perseus,"La Caleta, Cadiz",ES,North-east Atlantic Ocean,78,Urban,Sandy,20141219,Cleanup,,-6.306251078,36.53191408,-6.306013793,36.53123875,,3,4,,,,,,,,,,,,,,,1,,,,,,2,,,3,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,
Swiss Litter Report,Rhein_Beach near Tinguely Museum_Bolger. O_Sigrist F.,DE,,186,Urban,Pebbels,20180120,Cleanup,,7.612153634,47.55864389,7.614550071,47.55909708,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,1,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,14,,,,,,,,,,,11,,,,6,,,,,,,,,,34,,,
Independent,hyio,NO,North-east Atlantic Ocean,195935,Rural,Pebbels,20140329,Cleanup,,6.856593388,60.44109328,8.059449306,62.10177063,,,,,,6,,4,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,Babbaluciara - Agrigento (AG),IT,Unknown,100,,,20180413,Monitoring,,0.000121971,0.00033477,0.00012198,0.00033477,12,18,18,62,246,93,22,20,1,6,5,5,10,5,,27,1,19,2,2,2,,3,1,1,4,9,4,19,92,49,1,1,2,3,2,3,1,,2,,1,1,2,,4,,2,14,4,13,2,2,1,,,5,2,2,1,,,,,,,405,13,19,2,,1,,6,,9,1,,,,,2,,,,1,,,57,5,,,4,,1,6,,,21,12,4,,2,17,15,4,,35,5,1,,,,,,,3,2,,,,,,,2,,,3,,,47,1,,,,,,,,,,2,4,,,,,4,1,,,,,,,,,,1,,5,
Independent,FAROS,CY,Mediterranean Sea,101,Urban,Sandy,20181106,Cleanup,,32.40679368,34.76525869,32.40668638,34.76434958,,31,2,12,2,5,,3,,,,,,,,,,64,5,,94,,10,202,,,13,9,,,2,46,,,,2,,,,,,,2,7,,,,,,,,7,3,,,,,,,,,,,,,,113,,13,,,,,,,,,,,,,,,,,,,,154,2,,,,,,,,,1,4,,,,,1,,,,,1,,,1,1,,,,6,,1,2,,,,,,,2,,,6,,,6,,,,,,,,,,,,,,,,,1,23,,,1,,,,1,10,1,
Independent,Tlacopanocha,,Unknown,109,Urban,Sandy,20181023,Cleanup,,-99.90811781,16.84529676,-99.90729146,16.84490684,,1,5,,13,4,,7,,,,,,,,,,,,,,,,6,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,1,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,aare_solothurn_nguyena,CH,,37,Urban,Other (mixed),20170510,Cleanup,,7.524224708,47.19774949,7.524705807,47.19767494,,,,,,,,,,,,,,,,,,,,,,5,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,2,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,Aare_bern_gerberm,CH,,89,,,20171117,Cleanup,,7.452097669,46.98936306,7.451373357,46.98999934,,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,4,0,,2,0,0,0,0,0,,0,,,,,,,,,0,2,0,,,,,,2,,,,,0,1,3,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,4,,,0,0,0,,1,0,0,,0,,,0,,0,0,3,0,,,,1,,1,34,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,2,0,0,,,0,,,,0,,,0,,0,0,1,0,0,,,0,0,,,,4,0,0,0
DeFishGear - Slovenia,Piran MS Monitoring ,SI,Mediterranean Sea,98,Urban,Pebbels,20170728,Monitoring,,13.57499749,45.52819299,13.576006,45.52767109,,,31,,,,,10,,,,,,,,,,3,,4,1,2,,58,,,,,,,,1,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,5,,,3,,11,,,,1,2,,,,,,,2,,,,,,,,2,3,,,,,,,,,1,1,,2,,,,,2,,,,,,,,,,5,,,,2,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,
Swiss Litter Report,laclÈman_gland_kubela,CH,,7,Rural,Rocky,20170928,Cleanup,,6.281935828,46.40286928,6.281920386,46.40293208,,,1,,,,,,,,,,,,,,,,,,,,,1,,,14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,3,,,,,,,4,,,,,4,2,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
Swiss Litter Report,Aare_Brugg_BuchiE,CH,,20,,,20170826,Cleanup,,8.23655808,47.49485534,8.236561215,47.49467313,,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,2,0,52,0,,0,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,1,0,,,0,0,,,,,0,0,0,0,,,,0,,1,0,0,,0,0,0,,,0,0,0,,3,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,7,0,0,0,,,,,0,,0,0,0,,1,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Legambiente Onlus,San Mauro Cilento (SA),IT,Unknown,100,,,20180428,Monitoring,,0.000134899,0.00036109,0.000134908,0.00036109,,5,6,,13,19,13,6,4,2,,,2,3,3,2,1,98,37,8,27,2,4,16,2,3,,7,6,15,7,2,,,,,1,,,,,,2,8,,4,2,4,2,,1,1,4,,,1,1,,,,1,2,,1,,,74,1,62,3,,,,,,3,,,,,12,,,,,2,,1,,,2,1,1,,,,,,3,,1,,,,,,,,1,3,,,4,,6,,32,11,,,4,,,18,,,,,,4,14,27,,4,,,,,,,,,,,,,1,,,1,4,,,,,,,,3,,2,
Swiss Litter Report,zugersee_Immensee_Guedesd,CH,,21,,,20180331,Cleanup,,8.478881171,47.10668688,8.478635696,47.10660264,,0,1,,1,0,,0,,,1,,,,,,,2,0,0,1,1,0,3,0,,5,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,2,,,0,0,,,,,3,0,6,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,1,0,,,,0,,0,0,0,,,0,1,0,0,0,1,0,0,0,,,,,0,,0,0,0,,0,0,1,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,52,0,0,0
HELMEPA - Hellenic Marine Environment Protection Association,SEF,GR,Mediterranean Sea,147,Urban,Pebbels,20140821,Cleanup,,23.66812529,37.9406599,23.66652298,37.94102883,,8,,,12,5,,,,,,,,,,,,12,,,,,,23,,,3,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Independent,casino,RO,Black Sea,54,Urban,Sandy,20151024,Cleanup,,28.6271741,44.23269928,28.62784882,44.23272176,,81,94,,106,124,,36,,,,,,,,,,69,,,,,,,,,52,,,,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,
Hold Danmark Rent,Smidstrup Strand,DK,North-east Atlantic Ocean,158,,,20131021,Cleanup,,12.23458073,56.1201301,12.23696002,56.1206708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swiss Litter Report,Sihl_Menzingen_Kucharska_Magdalena,CH,,50,Rural,Pebbels,20180226,Cleanup,,8.618421358,47.19150123,8.618737454,47.19110211,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
