,Unnamed: 0,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Plastic.1,Plastic.2,Plastic.3,Plastic.4,Plastic.5,Plastic.6,Plastic.7,Plastic.8,Plastic.9,Plastic.10,Plastic.11,Plastic.12,Plastic.13,Plastic.14,Plastic.15,Plastic.16,Plastic.17,Plastic.18,Plastic.19,Plastic.20,Plastic.21,Plastic.22,Plastic.23,Plastic.24,Plastic.25,Plastic.26,Plastic.27,Plastic.28,Plastic.29,Plastic.30,Plastic.31,Plastic.32,Plastic.33,Plastic.34,Plastic.35,Plastic.36,Plastic.37,Plastic.38,Plastic.39,Plastic.40,Plastic.41,Plastic.42,Plastic.43,Plastic.44,Plastic.45,Plastic.46,Plastic.47,Plastic.48,Plastic.49,Plastic.50,Plastic.51,Plastic.52,Plastic.53,Plastic.54,Plastic.55,Plastic.56,Plastic.57,Plastic.58,Plastic.59,Plastic.60,Plastic.61,Plastic.62,Plastic.63,Plastic.64,Plastic.65,Plastic.66,Plastic.67,Plastic.68,Plastic.69,Plastic.70,Plastic.71,Plastic.72,Plastic.73,Plastic.74,Plastic.75,Plastic.76,Plastic.77,Plastic.78,Plastic.79,Plastic.80,Plastic.81,Plastic.82,Plastic.83,Plastic.84,Plastic.85,Plastic.86,Plastic.87,Plastic.88,Rubber,Rubber.1,Rubber.2,Rubber.3,Rubber.4,Rubber.5,Rubber.6,Rubber.7,Rubber.8,Rubber.9,cloth/textile,cloth/textile.1,cloth/textile.2,cloth/textile.3,cloth/textile.4,cloth/textile.5,cloth/textile.6,cloth/textile.7,cloth/textile.8,Paper/Cardboard,Paper/Cardboard.1,Paper/Cardboard.2,Paper/Cardboard.3,Paper/Cardboard.4,Paper/Cardboard.5,Paper/Cardboard.6,Paper/Cardboard.7,Paper/Cardboard.8,Paper/Cardboard.9,Processed/worked wood,Processed/worked wood.1,Processed/worked wood.2,Processed/worked wood.3,Processed/worked wood.4,Processed/worked wood.5,Processed/worked wood.6,Processed/worked wood.7,Processed/worked wood.8,Processed/worked wood.9,Processed/worked wood.10,Metal,Metal.1,Metal.2,Metal.3,Metal.4,Metal.5,Metal.6,Metal.7,Metal.8,Metal.9,Metal.10,Metal.11,Metal.12,Metal.13,Metal.14,Metal.15,Metal.16,Metal.17,Metal.18,Metal.19,Metal.20,Glass/ceramics,Glass/ceramics.1,Glass/ceramics.2,Glass/ceramics.3,Glass/ceramics.4,Glass/ceramics.5,Glass/ceramics.6,Glass/ceramics.7,Glass/ceramics.8,Glass/ceramics.9,Unidentified,Chemicals,Plastic_sum,Rubber_sum,Cloth_textile_sum,Paper_cardboard_sum,Processed_worked_sum,Metal_sum,Glass_ceramic_sum,unidentified,chemicals
2223,2223,Swiss Litter Report,sitter_stgallen_steinbrunnerf ,CH,,43,Rural,Rocky,20180207,Cleanup,,9.358074695423847,47.43329173821208,9.35854971646124,47.43350792628554,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,,,3.0,,,,4.0,,,,,,,,2.0,,,,9.0,2.0,,,,,,,,,3.0,,,,2.0,0.0,0.0,0.0,0.0,80.0,3.0,,
2224,2224,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20171214,Cleanup,,7.558994821155293,47.16922076666135,7.558936714529474,47.16909277830327,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,6.0,4.0,0.0,0.0,0.0,4.0,1.0,,
2225,2225,Swiss Litter Report,Rhein_Basel_HungerbuehlerN,CH,,33,,,20170827,Cleanup,,7.61034882627393,47.55821758176362,7.6099444676150885,47.55809759619178,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,,,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2226,2226,Swiss Litter Report,ZugerseeCholler_Cham_BlarerM,CH,,36,,,20171025,Cleanup,,8.48001275044495,47.17821571344391,8.480429568736799,47.17805451398958,,0.0,2.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,1.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,6.0,0.0,2.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,6.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,1.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,,,,,0.0,,1.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,49.0,0.0,1.0,9.0,1.0,12.0,0.0,1.0,0.0
2227,2227,Swiss Litter Report,aare_bern_scheurerk,CH,,92,,,20170831,Cleanup,,7.452585673794062,46.970967216672314,7.45138979157208,46.970806308555915,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2228,2228,DeFishGear - Slovenia,Bele skale 1 MS Monitoring ,SI,Mediterranean Sea,106,Urban,Pebbels,20180716,Monitoring,,13.622933406300074,45.53586967675761,13.621849792827337,45.536437537592036,,6.0,9.0,,,,1.0,1.0,1.0,,,,,,,,,13.0,6.0,1.0,5.0,5.0,,28.0,,,28.0,,,4.0,,4.0,,,2.0,,,,,11.0,,,4.0,4.0,,7.0,,1.0,,,7.0,,,,,,1.0,,,,,,,,,,33.0,,29.0,,,,,5.0,,11.0,1.0,1.0,,,10.0,,,,,,,,3.0,9.0,,,,,,3.0,,,,,,,,,2.0,,,5.0,1.0,,,1.0,,,,,5.0,,1.0,,,,,,,,,6.0,,27.0,1.0,,,5.0,1.0,,,,,,,,,,1.0,,,,1.0,,2.0,,,,,,,,38.0,,1.0,,242.0,12.0,7.0,7.0,7.0,36.0,40.0,1.0,
2229,2229,Independent,??????? ??????? ,GR,Mediterranean Sea,1398,,,20180514,Cleanup,,28.18691154388209,36.30146174608581,28.1799760917479,36.29017619033677,,89.0,6.0,169.0,279.0,54.0,78.0,19.0,65.0,35.0,114.0,18.0,,,,12.0,,487.0,45.0,15.0,,19.0,304.0,204.0,,,19.0,,1.0,1.0,50.0,0.0,,,,,,,,23.0,,,,0.0,,0.0,,,,,,,1.0,,,,,,,,,1.0,,0.0,467.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,4.0,9.0,,,3.0,,,,,,,5.0,9.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,184.0,,4.0,,2579.0,12.0,14.0,0.0,0.0,0.0,269.0,4.0,
2230,2230,Perseus,Mangalia 2,RO,Black Sea,2081,Urban,Sandy,20150113,Cleanup,,28.58918909995863,43.809221055930436,28.592712154162392,43.82778025841835,,0.0,4.0,,0.0,0.0,,0.0,,,,,,,,,,10.0,,,,,,115.0,,,3.0,,,,0.0,1.0,,,,,,,,0.0,,,,4.0,,0.0,,,,,,,,,,,,,,,,,,0.0,8.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,145.0,0.0,3.0,0.0,0.0,0.0,10.0,,
2231,2231,Swiss Litter Report,Grendelbach_Effretikon_DamboneC,CH,,14,,,20170409,Cleanup,,8.690706219601733,47.42564913464946,8.690891203379964,47.42564218075118,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2232,2232,Swiss Litter Report,katzensee_regensdorfzuerichaffoltern_stueberj,CH,,63,,,20180308,Cleanup,,8.49292431507535,47.431128136878755,8.493669862862243,47.43138511503744,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,,4.0,2.0,1.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,12.0,,,0.0,0.0,,,,,5.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,4.0,3.0,0.0,,0.0,,,1.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,60.0,2.0,0.0,8.0,9.0,0.0,,,0.0,,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,3.0,0.0,1.0,0.0,56.0,4.0,0.0,10.0,0.0,80.0,3.0,1.0,0.0
2233,2233,Surfrider Foundation Europe,"Carretera Cartagena Los Alcázares, 30710 Los Alcázares, Espagne",ES,Mediterranean Sea,90,,,20160221,Cleanup,,-0.8612339996958857,37.721299999721715,-0.8602339996131866,37.721299999721715,,40.0,,,6.0,19.0,,47.0,,,,,,,,,,77.0,,,,,,28.0,,,22.0,2.0,2.0,58.0,3.0,29.0,,,,,,,,,,,,6.0,,,,16.0,,,,,,,,,,,,,,3.0,,,,,35.0,,55.0,,,,,,,,,,,,,,,,,3.0,,,,6.0,,,,,1.0,,,,,6.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,315.0,91.0,,,,,,,,,,,,,,,,,,14.0,,35.0,,,,,,,,20.0,,,,451.0,7.0,11.0,0.0,0.0,420.0,55.0,,
2234,2234,Independent,dudyxa,,,317866,Near river mouth,Sandy,20140320,Cleanup,,8.210716468308053,26.11755293028954,6.245191993296532,23.99723228770367,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2235,2235,Swiss Litter Report,aare_rupperswil_badert,CH,,46,,,20180324,Cleanup,,8.11255366750715,47.41030895398573,8.112171448726803,47.41063741459229,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2236,2236,Swiss Litter Report,Zürichsee-Feldeggstr-BänningerSand,CH,,101,,,20171129,Cleanup,,8.547368237310454,47.35939223302534,8.547258755135202,47.35849086021861,,8.0,3.0,,4.0,0.0,,0.0,,,2.0,,,,,,,1.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,,,,,0.0,,11.0,1.0,0.0,39.0,3.0,0.0,2.0,8.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,0.0,1.0,0.0,0.0,75.0,1.0,0.0,9.0,12.0,52.0,2.0,0.0,0.0
2237,2237,Swiss Litter Report,greifensee_uster_fischerb_1,CH,,36,Urban,Pebbels,20170619,Cleanup,,8.689797231433731,47.350127385382,8.689775814699031,47.349803204188525,,0.0,1.0,,0.0,0.0,,0.0,,,0.0,,,,,,,1.0,0.0,2.0,0.0,0.0,0.0,57.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,1.0,6.0,,,0.0,0.0,,,,,9.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,,,,,0.0,,1.0,2.0,0.0,33.0,0.0,0.0,1.0,8.0,1.0,,,0.0,,,,0.0,,,1.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,9.0,,,,1.0,0.0,1.0,0.0,79.0,0.0,0.0,7.0,3.0,44.0,10.0,1.0,0.0
2238,2238,Surfrider Foundation Europe,"Viale Matelda Lido di Dante, 48124 Lido di Dante, Italie",IT,Mediterranean Sea,79,,,20160320,Cleanup,,12.319000000158686,44.385900000192706,12.320000000241384,44.385900000192706,,200.0,,,40.0,80.0,,30.0,,,,,,,,,,120.0,,,,,30.0,200.0,,,40.0,10.0,5.0,80.0,70.0,40.0,,,,,,,,,,,,30.0,,,,,,,10.0,,,,,,,,,,20.0,20.0,,,,,100.0,,200.0,,,,,,,,,,,,250.0,,,,,50.0,,,,6.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625.0,8.0,0.0,0.0,0.0,0.0,0.0,,
2239,2239,Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20170729,Cleanup,,7.1083114040601965,47.038398425826756,7.107976582190875,47.0386168579185,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,16.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,3.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,4.0,,,,32.0,0.0,5.0,2.0,0.0,16.0,4.0,,
2240,2240,Surfers Against Sewage,"Royal Victoria Country Park, Netley",UK,North-east Atlantic Ocean,242,,,20150418,Cleanup,,-1.3506909520384167,50.86954092625946,-1.3482469595438358,50.86798926542163,,3.0,2.0,,7.0,0.0,1.0,6.0,1.0,3.0,,,1.0,,,,,27.0,,1.0,,,2.0,1.0,1.0,1.0,4.0,,,,4.0,34.0,,,,1.0,,,,0.0,,,1.0,0.0,,3.0,,,,,,,,,,,3.0,,,,,,,2.0,8.0,,,13.0,3.0,7.0,,,,,,,,,,,42.0,,,,,,,,2.0,6.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,5.0,,,,7.0,,,,,,,,,18.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,184.0,6.0,6.0,5.0,7.0,24.0,7.0,,
2241,2241,Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20160411,Monitoring,,28.644980000148177,44.04619999975256,28.64536000008976,44.04529999972288,,,39.0,2.0,2.0,11.0,,4.0,,,,2.0,,,,,,46.0,8.0,4.0,1.0,3.0,2.0,38.0,6.0,,,,,13.0,3.0,14.0,,,,,,,,,,,,9.0,,15.0,2.0,,,,,,,,,,1.0,1.0,,,,,,25.0,,,91.0,,20.0,,,,,,,1.0,,,,,21.0,,1.0,1.0,2.0,1.0,,,22.0,46.0,,,,,,10.0,,3.0,1.0,1.0,,,,,,,2.0,44.0,,,,,3.0,1.0,,,,16.0,1.0,,19.0,,,,,,,,,52.0,1.0,,2.0,3.0,,,,,,,,,,,7.0,,,,4.0,,114.0,,1.0,,22.0,,,,,,2.0,,411.0,60.0,47.0,20.0,20.0,69.0,137.0,2.0,
2242,2242,Surfrider Foundation Europe,"4756 Route de la Plage, 40560 Vielle-Saint-Girons, France",FR,North-east Atlantic Ocean,80,,,20150301,Cleanup,,-1.3606999997987086,43.96799999987866,-1.3596999997160095,43.96799999987866,,,50.0,,50.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,100.0,,,,20.0,,,,,,,,,,,,,5.0,,,,,,200.0,,,,,,,,,,,,,,,,,,,10.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,445.0,0.0,0.0,0.0,0.0,0.0,5.0,,
2243,2243,Surfrider Foundation Europe,Blankenberg beach,NL,North-east Atlantic Ocean,92,Urban,Sandy,20160812,Cleanup,,4.172742817900751,52.03724302012991,4.1733818793938795,52.03797482446411,6.0,8.0,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2244,2244,Swiss Litter Report,Sihl_Adliswil_Oggi_Fort,CH,,53,,,20170918,Cleanup,,8.526254934660129,47.31242173281749,8.526473899010632,47.31196493730282,,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,1.0,,,,,,27.0,,,9.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2245,2245,HCMR@School, Faneromeni,GR,Mediterranean Sea,106,,,20150930,Cleanup,,23.434719839354766,37.984936791556244,23.43354080054437,37.98483058735739,1.0,,,,4.0,,,,,,,5.0,,,,,1.0,,,12.0,,2.0,2.0,17.0,,,2.0,,,4.0,,4.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,2.0,,12.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,63.0,3.0,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,66.0,16.0,0.0,3.0,0.0,84.0,0.0,,
2246,2246,DeFishGear - Slovenia,Mesecev zaliv,SI,Mediterranean Sea,278,Urban,Pebbels,20141201,Cleanup,,13.6098633105816,45.537598566785725,13.612588435335915,45.53921425054122,,37.0,,,4.0,1.0,,34.0,1.0,,,,,,,,,25.0,,,,15.0,1.0,85.0,,,,5.0,,,2.0,8.0,,,,6.0,,15.0,,42.0,,,,7.0,,22.0,,,,,,,,,,,,,,,,,,,,,74.0,,285.0,,,,,,,,,,,,74.0,,,,,,,,,5.0,,,,,,,1.0,,,,,,,,7.0,,2.0,8.0,,,,,,,,,18.0,,,,2.0,,,,1.0,,,,,87.0,10.0,,13.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,103.0,,,,743.0,6.0,17.0,18.0,3.0,116.0,103.0,,
2247,2247,Swiss Litter Report,Limmat_Zuerich_JansenA,CH,,54,,,20170907,Cleanup,,8.48468467893021,47.400024686818895,8.48439563610607,47.40047043014136,,0.0,2.0,,0.0,1.0,,0.0,,,0.0,,,,,,,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,2.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2248,2248,HELMEPA - Hellenic Marine Environment Protection Association,saronida,GR,Mediterranean Sea,78,Urban,Sandy,20140509,Cleanup,,23.9050175340974,37.73596907561125,23.904630135631127,37.73534301253137,,26.0,27.0,,12.0,16.0,,1.0,,,,,,,,,,1.0,,,,,,20.0,,,8.0,,,,10.0,16.0,,,,,,,,0.0,,,,0.0,,3.0,,,,,,,,,,,,,,,,,,0.0,10.0,,,,5.0,,,,,,,,,,,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,155.0,0.0,0.0,0.0,0.0,0.0,3.0,,
2249,2249,Swiss Litter Report,unterdsee_ermatingen_brunkem,CH,,25,Urban,Pebbels,20170820,Cleanup,,9.08124618246175,47.672633290105075,9.081077475258127,47.67243646122876,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,22.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,12.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,37.0,2.0,1.0,1.0,0.0,16.0,16.0,,
2250,2250,Swiss Litter Report,Bielersee_Vinelz_FankhauserS,CH,,35,Rural,Pebbels,20170630,Cleanup,,7.1083114040601965,47.038398425826756,7.107976582190875,47.0386168579185,,,,,,,,,,,,,,,,,,,,5.0,,1.0,1.0,1.0,,,4.0,7.0,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,45.0,,,,,,,,,39.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,21.0,1.0,,,,,,,,,,,,,,2.0,,,,4.0,,,,,,,,,,4.0,,1.0,,111.0,2.0,2.0,3.0,1.0,28.0,4.0,1.0,
2251,2251,Independent,playa de los arenales,ES,North-east Atlantic Ocean,786,Urban,Sandy,20161207,Cleanup,,-8.936729845876288,42.60372416502538,-8.932228174188541,42.59748585757546,,95.0,53.0,,37.0,26.0,,51.0,,,,,,,,,,23.0,,,,,,156.0,,,22.0,,,,4.0,96.0,,,,,,,,33.0,,,,41.0,,,,,,,,,,,,,,,,,,,,22.0,21.0,,,,12.0,,,,,,,,,,,,43.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,735.0,0.0,38.0,0.0,0.0,0.0,25.0,,
2252,2252,Independent,kanal 2 varnensko ezero - cherno more,BG,Black Sea,1227,Urban,Rocky,20151028,Cleanup,,27.879501295630522,43.19306945911504,27.89060863623359,43.18558200108177,,,,,47.0,75.0,9.0,27.0,,,,,1.0,,,4.0,,,,46.0,,,,101.0,,1.0,168.0,3.0,1.0,,11.0,4.0,,8.0,,2.0,,,,,,,,,,,4.0,,,,12.0,,,,,,,,,,,,,,113.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,0.0,,,,,,,,,,1.0,9.0,1.0,,,12.0,,,50.0,,,,,64.0,52.0,29.0,,,,,,,,,,,,,,,96.0,7.0,,,21.0,,1.0,,,,,,3.0,,,,,,,,,11.0,1.0,,,,,,,,,,,644.0,0.0,73.0,145.0,0.0,128.0,12.0,,
