,Unnamed: 0,CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,Plastic,Plastic.1,Plastic.2,Plastic.3,Plastic.4,Plastic.5,Plastic.6,Plastic.7,Plastic.8,Plastic.9,Plastic.10,Plastic.11,Plastic.12,Plastic.13,Plastic.14,Plastic.15,Plastic.16,Plastic.17,Plastic.18,Plastic.19,Plastic.20,Plastic.21,Plastic.22,Plastic.23,Plastic.24,Plastic.25,Plastic.26,Plastic.27,Plastic.28,Plastic.29,Plastic.30,Plastic.31,Plastic.32,Plastic.33,Plastic.34,Plastic.35,Plastic.36,Plastic.37,Plastic.38,Plastic.39,Plastic.40,Plastic.41,Plastic.42,Plastic.43,Plastic.44,Plastic.45,Plastic.46,Plastic.47,Plastic.48,Plastic.49,Plastic.50,Plastic.51,Plastic.52,Plastic.53,Plastic.54,Plastic.55,Plastic.56,Plastic.57,Plastic.58,Plastic.59,Plastic.60,Plastic.61,Plastic.62,Plastic.63,Plastic.64,Plastic.65,Plastic.66,Plastic.67,Plastic.68,Plastic.69,Plastic.70,Plastic.71,Plastic.72,Plastic.73,Plastic.74,Plastic.75,Plastic.76,Plastic.77,Plastic.78,Plastic.79,Plastic.80,Plastic.81,Plastic.82,Plastic.83,Plastic.84,Plastic.85,Plastic.86,Plastic.87,Plastic.88,Rubber,Rubber.1,Rubber.2,Rubber.3,Rubber.4,Rubber.5,Rubber.6,Rubber.7,Rubber.8,Rubber.9,cloth/textile,cloth/textile.1,cloth/textile.2,cloth/textile.3,cloth/textile.4,cloth/textile.5,cloth/textile.6,cloth/textile.7,cloth/textile.8,Paper/Cardboard,Paper/Cardboard.1,Paper/Cardboard.2,Paper/Cardboard.3,Paper/Cardboard.4,Paper/Cardboard.5,Paper/Cardboard.6,Paper/Cardboard.7,Paper/Cardboard.8,Paper/Cardboard.9,Processed/worked wood,Processed/worked wood.1,Processed/worked wood.2,Processed/worked wood.3,Processed/worked wood.4,Processed/worked wood.5,Processed/worked wood.6,Processed/worked wood.7,Processed/worked wood.8,Processed/worked wood.9,Processed/worked wood.10,Metal,Metal.1,Metal.2,Metal.3,Metal.4,Metal.5,Metal.6,Metal.7,Metal.8,Metal.9,Metal.10,Metal.11,Metal.12,Metal.13,Metal.14,Metal.15,Metal.16,Metal.17,Metal.18,Metal.19,Metal.20,Glass/ceramics,Glass/ceramics.1,Glass/ceramics.2,Glass/ceramics.3,Glass/ceramics.4,Glass/ceramics.5,Glass/ceramics.6,Glass/ceramics.7,Glass/ceramics.8,Glass/ceramics.9,Unidentified,Chemicals,Plastic_sum,Rubber_sum,Cloth_textile_sum,Paper_cardboard_sum,Processed_worked_sum,Metal_sum,Glass_ceramic_sum,unidentified,chemicals
278,278,Swiss Litter Report,Bodensee_Steinach_Dolder_A,CH,,92,Urban,Other (mixed),20170930,Cleanup,,9.436171385752244,47.506299176520436,9.436930446895973,47.50564823161115,,12.0,3.0,,4.0,1.0,,2.0,,,0.0,,,,,,,3.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,,17.0,0.0,0.0,3.0,0.0,0.0,,0.0,,,,,,,,,0.0,2.0,0.0,,,,,,1.0,,,,,0.0,0.0,17.0,,,0.0,0.0,,,,,0.0,0.0,12.0,0.0,,,,0.0,,1.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,2.0,,0.0,7.0,1.0,,0.0,,,0.0,,0.0,0.0,2.0,0.0,,,,2.0,,0.0,0.0,1.0,,,0.0,2.0,1.0,1.0,0.0,6.0,5.0,0.0,0.0,,,,,0.0,,3.0,0.0,1.0,30.0,0.0,0.0,0.0,4.0,0.0,,,1.0,,,,0.0,,,0.0,,0.0,3.0,2.0,0.0,2.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,98.0,8.0,4.0,16.0,4.0,40.0,2.0,0.0,0.0
279,279,Swiss Litter Report,Sitter_St.Gallen_JennyA,CH,,39,Urban,Pebbels,20170409,Cleanup,,9.32037601597341,47.41024244711422,9.320739557880703,47.41049912479011,,,4.0,,,,,,,,,,,,,,,,,,,,,12.0,,,7.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,3.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,3.0,,,,,,,,,,,1.0,84.0,1.0,,,,,,,,,,,,,,3.0,,,,16.0,8.0,1.0,,,1.0,3.0,,,,5.0,,,,34.0,0.0,0.0,5.0,1.0,112.0,10.0,,
280,280,"Aarhus University, Denmark ",MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20170419,Monitoring,,12.576667534348767,55.557674883681656,12.575087175880132,55.55761141298997,,1.0,6.0,,,,,3.0,,,,,,,,,1.0,2.0,,,2.0,,,2.0,,,7.0,,1.0,3.0,,1.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,2.0,2.0,,,4.0,,,8.0,,,25.0,,,6.0,,,,1.0,,,,,,,2.0,2.0,,,,,,,,4.0,1.0,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,9.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,12.0,89.0,5.0,3.0,2.0,11.0,8.0,2.0,,12.0
281,281,Surfrider Foundation Europe,"D82 Messanges, 40660 Messanges, France",FR,North-east Atlantic Ocean,80,,,20150412,Cleanup,,-1.4045099998736863,43.816099999904296,-1.4035099997909877,43.816099999904296,,100.0,,,8.0,15.0,,50.0,,,,,,,,,,50.0,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,5.0,,,,,25.0,,25.0,,,,,,,,,,,,20.0,,,,,20.0,,,,0.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,543.0,0.0,10.0,0.0,0.0,0.0,5.0,,
282,282,Swiss Litter Report,limmat_dietikon_keiserp,CH,,62,Urban,Pebbels,20180129,Cleanup,,8.409539781658474,47.40798906086008,8.409789939108922,47.408521526547915,,5.0,17.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,9.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,4.0,,,,39.0,0.0,0.0,0.0,0.0,28.0,4.0,,
283,283,Swiss Litter Report,lötschebach_bern_scheurerk,CH,,171,,,20180314,Cleanup,,7.4928358857566755,46.9649459895368,7.4939589918642415,46.963610978082244,,0.0,2.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,3.0,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,,,,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0
284,284,Perseus,Ammos Beach Mamaia,RO,Black Sea,447,,Sandy,20150426,Cleanup,,28.622989621081967,44.28253853637558,28.622444420959635,44.27853048906664,,2.0,2.0,,3.0,3.0,,1.0,,,,,,,,,,2.0,,,,,,6.0,,,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,26.0,0.0,0.0,0.0,0.0,0.0,1.0,,
285,285,Swiss Litter Report,Sihl_Horgen_BucherF,CH,,24,,,20180329,Cleanup,,8.55368205257308,47.27269458440369,8.553417375652712,47.27282803161404,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,286,Swiss Litter Report,emme_biberist_jennim,CH,,15,Urban,Other (mixed),20180111,Cleanup,,7.558994821155293,47.16922076666135,7.558936714529474,47.16909277830327,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,9.0,0.0,2.0,1.0,0.0,4.0,1.0,,
287,287,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170814,Cleanup,,9.198334670803852,47.524072606546824,9.19713286419258,47.524387676417554,,0.0,0.0,,0.0,0.0,,1.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,4.0,,,0.0,0.0,,,,,1.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,3.0,0.0,,1.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,15.0,3.0,0.0,1.0,0.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,25.0,4.0,0.0,2.0,0.0,20.0,0.0,0.0,0.0
288,288,Surfrider Foundation Europe,cala murgita,ES,North-east Atlantic Ocean,147,Rural,Rocky,20150911,Cleanup,,-1.950515690044118,43.33287812698652,-1.948787199385112,43.33247798758035,,19.0,,,18.0,,,18.0,,,,,,,,,,16.0,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,3.0,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,24.0,6.0,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,18.0,,,,107.0,0.0,11.0,0.0,0.0,32.0,22.0,,
289,289,Perseus,Mangalia sulphorous gulf,RO,Black Sea,2097,Urban,Sandy,20140616,Cleanup,,28.59268442227125,43.82811717373657,28.589472485193077,43.809385127192975,,0.0,3.0,,4.0,0.0,,3.0,,,,,,,,,,7.0,,,,,,7.0,,,7.0,,,,5.0,8.0,,,,,,,,0.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,92.0,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,33.0,0.0,,,,,,,,,,,,,,,,,,43.0,,,,,,,,,13.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,172.0,0.0,43.0,13.0,0.0,0.0,1.0,,
290,290,Swiss Litter Report,Lorze_Baar_BlarerE,CH,,34,,,20170806,Cleanup,,8.540236953342617,47.19540185146672,8.540653771634469,47.1952944200071,,1.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,4.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,1.0,0.0,0.0,,,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,2.0,0.0,1.0,0.0,20.0,0.0,1.0,4.0,0.0,8.0,2.0,1.0,0.0
291,291,Swiss Litter Report,Rhein_Hemishofen_StollL,CH,,33,Rural,Pebbels,20170617,Cleanup,,8.828029199531523,47.67552362685378,8.828461852426877,47.67560242327365,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,,17.0,4.0,2.0,2.0,0.0,4.0,4.0,,
292,292,Independent,maez an aod,FR,North-east Atlantic Ocean,99,Rural,Sandy,20160513,Cleanup,,-3.5507983470212348,48.73539723563604,-3.5503205394098125,48.73622912773825,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,3.0,,,17.0,,20.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,57.0,1.0,0.0,0.0,2.0,0.0,21.0,,
293,293,Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20171007,Cleanup,,8.477770133287603,47.403495597219674,8.478190511602918,47.403644288329325,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,1.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,,,0.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
294,294,Independent,warrenpoint seaview,UK,North-east Atlantic Ocean,180,Urban,Other (mixed),20171012,Cleanup,,-6.248559550921247,54.09862230246306,-6.246318246202531,54.099579749552056,,,1.0,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,15.0,0.0,2.0,0.0,0.0,0.0,10.0,,
295,295,Surfrider Foundation Europe,"34 Passeig de Sant Joan Baptista de la Salle, 08330 Premi? de Mar, Espagne",ES,Mediterranean Sea,84,,,20150322,Cleanup,,2.348349999960633,41.485699999668384,2.3493500000433323,41.485699999668384,,8.0,6.0,,14.0,,,7.0,,,,,,,,,,,,,,,3.0,46.0,,,10.0,30.0,2.0,,3.0,,,,,,,,,,,,,5.0,,,,3.0,,,3.0,,,,,,,,,,,,,,,,5.0,,15.0,,,,,,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,,,3.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,33.0,4.0,,,,,,,,,,,,,,,,,,7.0,,2.0,,,,,,,,12.0,,,,161.0,0.0,11.0,0.0,0.0,44.0,14.0,,
296,296,Swiss Litter Report,Aare_Brugg_BuchiE,CH,,20,,,20170508,Cleanup,,8.236558080405837,47.49485534063058,8.236561214627844,47.49467312711155,,,,,,,,,,,,,,,,,,,,1.0,,,,25.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,18.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,4.0,0.0,2.0,0.0,24.0,0.0,,
297,297,Surfrider Foundation Europe,"84 Avenue des Arènes, 40510 Seignosse, France",FR,North-east Atlantic Ocean,80,,,20150515,Cleanup,,-1.4394699998904732,43.69589999997264,-1.4384699998077737,43.69589999997264,,150.0,,,20.0,60.0,,30.0,,,,,,,,,,120.0,,,,,5.0,70.0,,,50.0,10.0,3.0,15.0,5.0,10.0,,,,,,,,,,,,15.0,,,,30.0,,,10.0,,,,,,,,,,10.0,2.0,,,,,200.0,,30.0,,,,,,,,,,,,15.0,,,,,15.0,,,,1.0,,,,,,,,,,5.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,60.0,15.0,,,,,,,,,,,,,,,,,,5.0,,5.0,,,,,,,,50.0,,,,875.0,1.0,15.0,0.0,0.0,80.0,55.0,,
298,298,Surfrider Foundation Europe,"41 Tramo litoral Deba-Zumaia, 20750 Zumaia, Espagne",ES,North-east Atlantic Ocean,81,,,20151213,Cleanup,,-2.2515600000853038,43.30250000016118,-2.2505600000026043,43.30250000016118,,,,,20.0,,,13.0,,,,,,,,,,20.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,11.0,,,,,,,,,,,,,,,,,,9.0,,1.0,,,,,,,,230.0,,,,255.0,0.0,1.0,0.0,0.0,80.0,231.0,,
299,299,Surfrider Foundation Europe,"Torre Cerrano, Strada Statale 16 Adriatica Km431, 64025 Pineto (Te), Italie",IT,Mediterranean Sea,82,,,20130511,Cleanup,,14.09310000001183,42.581600000008244,14.094100000094528,42.581600000008244,,50.0,40.0,,20.0,,,10.0,,,,,,,,,,30.0,,,,,,,,,10.0,,6.0,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,2.0,,,,,40.0,,100.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,5.0,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,3.0,,,,313.0,24.0,0.0,0.0,0.0,48.0,3.0,,
300,300,Independent,han,DE,Baltic Sea,19841,,,20150213,Cleanup,,11.916405105224898,53.97631943728686,11.929988197361094,54.15439340307847,,0.0,1.0,,3.0,1.0,,1.0,,,,,,,,,,0.0,,,,,,0.0,,,0.0,,,,1.0,2.0,,,,,,,,0.0,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,11.0,0.0,1.0,0.0,0.0,0.0,0.0,,
301,301,Legambiente Onlus,"Spiaggia alla foce del Fiume Irminio, Ragusa (RG)",IT,Mediterranean Sea,100,,,20150510,Monitoring,,14.595530000377767,36.77258000030649,14.596529999562135,36.77258000030649,,7.0,2.0,,,680.0,48.0,,,11.0,,16.0,,7.0,,2.0,,84.0,,,,,7.0,,1.0,,3.0,,2.0,4.0,5.0,,,,,,,,,,,,3.0,2.0,,,,1.0,2.0,,3.0,2.0,,3.0,,1.0,4.0,1.0,,1.0,,4.0,,,30.0,15.0,,,,,,,,,,,,,,,,,,,3.0,,,,6.0,33.0,,,3.0,,,,,,8.0,1.0,,,,,,,,,,,,2.0,5.0,,,,,,,,,,,,,,,4.0,3.0,78.0,12.0,5.0,1.0,5.0,,,,1.0,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,960.0,44.0,1.0,7.0,7.0,102.0,6.0,,
302,302,Perseus,Alepu,BG,Black Sea,105,Rural,Sandy,20190402,Cleanup,,27.70921843173204,42.367082331608316,27.709501286062174,42.36616387533457,,3.0,3.0,,5.0,6.0,,4.0,,,,1.0,,,,,,6.0,,,,1.0,3.0,,,,10.0,,,3.0,,,,,,,,,,,,,,5.0,,,,1.0,3.0,,,,7.0,,,,,,,,,1.0,,,18.0,,,,7.0,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,0.0,0.0,2.0,4.0,1.0,0.0,,
303,303,Surfrider Foundation Europe,"25 Rue de la Gr?ve, 35400 Saint-Malo, France",FR,North-east Atlantic Ocean,73,,,20150414,Cleanup,,-1.9821800003538423,48.67680000017286,-1.9811800002711435,48.67680000017286,,,,,,1.0,,,,,,,,,,,,,,,,,,23.0,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,37.0,0.0,1.0,0.0,0.0,0.0,2.0,,
304,304,Surfrider Foundation Europe,"193 N-332, 03189 Orihuela, Espagne",ES,Mediterranean Sea,89,,,20150425,Cleanup,,-0.7287590000807165,37.92550000028138,-0.7277589999980175,37.92550000028138,,,,,5.0,,,10.0,,,,,,,,,,,,,,,,20.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,
305,305,Swiss Litter Report,zuerichsee_richterswil_benkoem_2,CH,,27,Rural,Rocky,20170716,Cleanup,,8.698713288208019,47.21764584419775,8.698372226640725,47.21772673043295,,,1.0,,,,,,,,,,,,,,,2.0,,,2.0,3.0,,29.0,,,6.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,3.0,1.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,,5.0,,,,,,,,,,,,21.0,,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,55.0,5.0,0.0,8.0,0.0,28.0,3.0,,
306,306,Surfrider Foundation Europe,"Rue de la Tossen, 22500 Paimpol, France",FR,North-east Atlantic Ocean,73,,,20150602,Cleanup,,-3.0354099995615202,48.78300000006481,-3.0344100003771506,48.78300000006481,,15.0,,,5.0,2.0,,30.0,,,,,,,,,,10.0,,,,,2.0,20.0,,,10.0,,,,,,,,,,,,,,,,,10.0,,,,30.0,,,,,,,,,,,,,5.0,,,,,,,,15.0,,,,,,,,,,,,5.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,1.0,,,,,,,,,,,,,,,,,,10.0,,2.0,,,,,,,,100.0,,,,159.0,0.0,0.0,0.0,0.0,44.0,102.0,,
307,307,Swiss Litter Report,vierwaldstättersee_weggis_schöberls_2,CH,,68,,,20171019,Cleanup,,8.417307579497269,47.04395301179458,8.418082376429822,47.04426290949307,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,,,,,0.0,0.0,1.0,,,0.0,0.0,,,,,7.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,,0.0,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,24.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,4.0,24.0,0.0,0.0
308,308,Swiss Litter Report,Thur_Schoenenberg_SchaerA,CH,,96,Rural,Other (mixed),20170518,Cleanup,,9.198334670803852,47.524072606546824,9.19713286419258,47.524387676417554,,,,,2.0,,,1.0,,,,,,,,,,,,,,2.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,6.0,,,,,,,,,,,,,30.0,1.0,,2.0,5.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,26.0,0.0,0.0,9.0,0.0,40.0,0.0,,
309,309,Swiss Litter Report,Birs_Basel_GrunerN,DE,,34,Urban,Pebbels,20170521,Cleanup,,7.622198822088668,47.55112757754968,7.621976493547432,47.55139102288473,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,23.0,4.0,1.0,3.0,0.0,4.0,46.0,,
